gene,coef_covid
C1QTNF7,-0.012858141908688427
MAP2K6,0.012835741172000691
SERPINB10,-0.012825202581652793
ZNF608,0.012789293796916576
PINLYP,0.012766139182335904
PCDHB16,-0.012734064511319568
NPDC1,0.012706390660587827
ELANE,0.012696628127402331
SIDT1-AS1,0.012678301910765239
PTPRR,-0.012664889262647108
CAMK2N1,0.012658626057062226
RHOC,0.012640997553169444
TGM6,0.012632137665152804
DENND2A,0.012576221429010909
BMP6,0.01254174194454889
NCR3LG1,0.012538719102453398
TXLNB,0.01244427706904308
DLX6-AS1,-0.012443285243340572
RGL4,0.01227478271833134
ASH1L-IT1,-0.012193757998388064
ZNF114,0.012171880881704573
RRAD,0.012113929841296925
BCL2L11,-0.012037038244022127
TRBC2,-0.012027673751829376
IL1B,0.012001235969841489
RN7SL273P,-0.011950693512722155
TRIM5,0.011883770369982968
MLIP-AS1,-0.011881196889632338
MAEA,-0.011792339992953538
FKBP6,0.011712530187746973
TAF6L,-0.011665232429356838
PLIN4,0.011633196020774682
C6orf58,0.011619191941796739
BDNF-AS,0.011610656413365221
BCAR4,0.011581808881245883
LMOD3,0.011556760718394005
WDFY3-AS2,0.011556678621393677
RN7SL164P,0.011536422085908313
IGHV1-18,0.01150872765028553
CABLES2,0.011493533951223385
MAGI2,0.011489047552156857
LINC00319,0.011439929583886649
PDGFB,0.01143022350557226
ERCC6L,0.011378071104015773
DGKK,-0.011311409482465902
NEXN-AS1,-0.011266321730302058
ST6GALNAC2,0.011226028914939349
TNKS1BP1,0.0112240301534342
GPR88,-0.011220707961115364
CCDC68,0.011199301749805258
TLN2,0.011175452816810174
ZNF844,-0.011163522466949013
TRIM45,-0.011123829022126195
RN7SL454P,0.011105088845125743
KRBA1,0.010970327201509616
DEFA4,0.010967696022837233
KCNJ12,0.01095758603050606
DDR1,-0.010953853270436898
KCTD19,-0.010947686507736842
CCDC17,0.010917679213605036
