gene,coef_covid
ADAMTSL4-AS1,-0.010775351915881609
MGA,-0.010762621223299266
MMP8,0.010745404937215658
IGHV1-3,0.010716531381541423
PLIN5,0.010685469254238786
RND1,0.01064270352523349
HHIPL2,0.010585457824037194
XRCC1,-0.010577033111534838
PRTG,-0.010542859304291049
APOC1,0.010541870349029278
IGKV3-7,0.010509210548970704
IGKV3-15,0.010489638709188025
GLIS3,0.010395420031781897
PADI6,-0.010350574559570268
GBX1,-0.01030028946845015
DNAJB5,0.01026328602796665
SLC17A6,0.010229483924156514
FAM227A,0.010216841782956195
PRIM2,-0.010139200183712322
CAV2,0.010065075600211693
PRTN3,0.010051582392960449
SLC8A3,0.010034505830952115
ATP11A-AS1,0.010026725182891204
CABP4,-0.009992449059967145
EPPIN,-0.009984920998389874
ATP6V1G2,0.009910344184596116
CALCA,0.009910344184596116
TLK2,0.009884663687259895
ZNF33A,-0.009872619073337863
STARD5,0.009853168865649919
TSSK6,-0.009838008201569064
FRMPD3,-0.009821721530950522
NHSL1,0.009770953140971263
SLC7A2,-0.009750921748652167
ARHGEF11,-0.009708121313981072
CHIT1,0.009705867587233484
RSAD2,0.009703016260118135
FAM215B,-0.009671021340629716
CYP3A5,0.009632021853995577
OPTC,0.009611736965695035
DAB1,-0.009588227875303392
IGHV1-46,0.00958674394108175
ZNF835,0.009501390733898666
CHAC1,-0.009480043777309353
LINC00668,0.009407740599399918
RN7SL303P,-0.009393692529154512
CX3CL1,-0.009393692529154512
BRICD5,0.0093874868056587
KCNH5,0.009375235229984095
SNORD14E,-0.009192624215565928
ARHGAP26-IT1,0.009171120673959546
CCNJL,-0.009158254749495545
ADAMTSL3,0.009151843921491617
NR2F1-AS1,0.009127785197936049
DNM1,0.009112716900439242
TBX3,0.00910262824820447
FAM83A,-0.00909046843933747
DCLK3,0.00903124377408957
OPA1-AS1,0.009011326557552648
RNU6-1004P,0.009002464162899836
MTTP,-0.008996319143689716
TNNI1,0.008970107872094912
NUDT6,0.008880351691399876
RHPN1-AS1,0.008854990273923257
CDH24,0.008820765129382386
XPNPEP2,0.008805037065275753
SLC25A45,0.008658707102584307
KIF9-AS1,0.008649184973081408
MYO3B,-0.00861500048748049
IFNLR1,0.008611510626603189
GAL3ST4,0.008590244330739856
IFIT5,0.008552218777695198
ARHGAP25,-0.008531773415487415
LINC00487,0.008484865594032246
LEFTY1,0.008457246567033243
KLHDC7A,0.008405279621369376
FANCD2OS,0.008362947051292426
TANC1,0.008334921647153569
SEMA4B,0.00833020177882514
SCUBE1,0.008311327081391737
HSPB11,-0.008291270050997914
DNTT,0.008269101220691131
SLC2A8,0.008238027132831697
FGFBP3,-0.008196965525880454
OLR1,-0.008167222278573924
JAKMIP2,0.008150388682289546
PDP2,0.008140833500081601
ACTR3C,0.00812809268341477
GPR37L1,0.00808796371591893
MYL9,0.008079696585308719
SLC52A1,-0.008050552633599701
FHDC1,0.008035643494319157
IER5L,-0.007998619399678577
CNTN3,-0.007978815847902136
CNTNAP2,0.0079776694245413
ANKRD34A,0.007868132048851341
PPP1R32,0.00783989435532598
CEACAM8,0.0076866841590983925
OLFM4,0.007681924364914129
QRSL1,-0.0076639247323719295
HTRA4,0.0076551142184454685
BLOC1S3,-0.007593853390462171
FAR1-IT1,-0.007547329712003772
REEP2,-0.007496068089054054
TTLL7,-0.007467851584890974
TMC4,0.0074480672657843035
IGKV1-39,0.0074220523453993985
IGSF10,0.0073890238532471645
ZNF71,-0.007376416516630154
DLGAP1-AS1,-0.0073683316105439415
ANXA3,0.007289831730730702
CTSG,0.007253875752274098
PXDN,0.007253724630774299
PI15,-0.007247001480129363
TCN1,0.007201830583252848
APOE,0.007132538185487344
ZNF385C,0.007091961545366501
SLC14A1,0.0070910680136853175
PRKAR2B,-0.0070809600440964095
RAB15,0.007003495705140721
PLEKHD1,0.006978863504809538
SYBU,0.006976545021555969
MYPN,-0.006956631902479457
FZD7,0.006955151792003243
STON2,-0.00689544351381498
SLC38A9,0.006891833290911004
TMEM220,0.006879728112131186
NLRP13,-0.006789650398527857
DMTN,-0.0067881061203102075
FBXL16,0.006784522075935217
SHANK2-AS1,-0.006684077497396289
LINC00954,0.00663130071908549
BCDIN3D,0.006529568465251196
SLC38A5,-0.006504315149566425
VSIG10L,-0.006493384431168903
ORM1,0.00648241604123165
GPR75,0.0064654052970673104
BPIFA3,0.006461570138899102
IGKV2D-28,0.006442938870084737
RAB33A,0.006439364949692583
RGPD1,-0.006433500832509299
TRAV12-1,0.006393147044772495
EPHX3,0.006346181563456162
QRICH2,0.006324303472713542
CHI3L1,0.00632114154291883
EHD3,-0.006299506051777678
SPDYE2,-0.0062969918871555305
TSPY2,0.006194435598594413
ESR2,0.006190013240642873
SPEF2,-0.006165677293716911
MUC7,-0.0060978245364215625
BUB1,0.006057140438446984
DNAH10,0.006052799336512189
DOCK6,-0.005988488461972422
TIMP4,0.005985836196793538
SLC9C1,-0.0059475300526030325
BBS5,0.005879118114683224
C1R,0.00585881975234159
COL11A2,0.005833597951648479
CCDC26,-0.005816311200717296
FAM177B,-0.0058121886839399405
NLRP6,0.00576637683071031
DCHS2,-0.005716426822150347
IGHV3-15,0.0057081290042601115
ADAT2,-0.005690203363688984
CD40LG,0.005687217543007103
ADAMTSL1,-0.0056848511113488315
BMP3,0.005673978649444617
PCOLCE-AS1,0.005631985363092053
ZACN,-0.005619578608822937
ZNF678,0.005577649042055571
FAM72C,0.0054905174972524244
CAPN11,-0.0054539302169380926
ST7-AS2,0.0054412597496548845
MYBPC3,-0.005422557897773516
NEU4,0.005379433324079795
S100A5,-0.005373123822615899
LINC00858,0.0053665205944065965
TBC1D3H,0.005347125136725058
ADAM32,0.005343680942955921
IGKV3D-11,0.0053109006707821454
TFR2,0.005293150860591772
HBM,0.005151788933506033
PGLYRP1,0.005149556261920495
RBPMS2,-0.005120997503162347
TAS2R30,0.005106819256411218
PLA2G10,0.005087424055757858
RNU6-428P,0.005080828841141336
TMEM178B,0.005076714346176571
BEX5,0.0050736896583917284
ZNF671,-0.005068388527932857
ECM2,0.005056405808658547
LINC00992,0.005056405808658547
C6orf163,0.005040707561184838
RNU6-1217P,0.005003190205487433
TTC4,0.004989286937017025
TSR3,-0.004972408188238417
CCR4,0.00496417904153739
NYAP2,0.004947317805793501
TEDDM1,-0.004943447956721328
LACRT,-0.004943447956721328
SNORA62,0.004939303300471303
ABHD17C,0.0049274754025109835
LINC01091,-0.004924425143131907
CYP4F3,0.0049148093877856
ARG1,0.00491365047636789
KCNN3,0.004896357187949195
CRISP3,0.0048387120545359905
CNTNAP3,-0.004813915950694512
FOXRED2,-0.004796284038528901
ARHGAP28,0.004767218836620845
LAX1,0.0047133948114702826
ESRRB,0.004709260553391359
RXFP1,0.004704274956254988
GSTM5,-0.004691213003101094
BMX,0.004662493831015412
KTN1-AS1,0.0046105307936235495
TNFSF14,-0.004587057556916498
IGHV1-69,0.0045238102594565835
RNVU1-19,-0.004512925991349992
ANGPTL1,0.0045059673011508036
DUOXA1,0.004469432530807809
DPY19L4,-0.004457138532639005
IGHV3-20,0.004444453861741551
IGLV5-45,0.0044388022793603816
IL20RA,-0.004421014670180024
C4A,0.004410396569802661
EPDR1,0.004405988502711154
E2F8,0.004392124654065583
TRAIP,0.004369099856625514
CA4,0.004363168708437864
ASMTL-AS1,0.0043621454265824495
IGLV2-8,0.004360849234059347
ABLIM3,0.004332144390052754
MS4A3,0.004324198772913871
FAM161A,0.004287530153785791
UNC13C,-0.00426362782426425
CRYBA1,-0.00426362782426425
KRTAP21-2,-0.0042418566791453385
IGHV3-53,-0.004226879227744573
ZNF536,0.004179661125186982
ADRA2B,0.004163417433853199
TARM1,-0.004136507201689048
IGLV1-40,0.0041289286000969596
SULT1A4,-0.00411840200295146
RNVU1-14,-0.004111813404264422
LINC00355,0.0041093454181539806
ASB4,0.004079342747834681
PADI1,0.004079342747834681
GPRIN1,0.00407212817351085
NHS,-0.004055315815968898
MIR197,0.004009414608625235
ANKFN1,0.003968989980985231
LZTS3,0.003912392588074263
ZSCAN20,0.003890235866877608
MTMR8,0.00387029151627175
STX1A,0.00384874057271148
MNX1,0.00384073958653543
KANK2,0.0037756112616001
ABHD16B,0.003723468237458171
TMEM186,0.0037114760788013214
CCNA2,0.0037092127718069178
MARVELD3,0.0036915498982629325
VAMP1,-0.0036829976458137895
ZMIZ1-AS1,0.0036777218337002925
IGHV4-39,0.003640744640617474
GXYLT2,0.0036109860835216168
HPD,0.003600930688320154
HOXA10,0.003598996415022226
IGKV3-20,0.0035964939779712128
CEACAM1,0.0035824750126004666
INHBB,0.003578937490841132
TMEM117,0.0035786056940462917
KCTD11,0.0035403306739343475
RASGRF2,0.0035325709844669594
RBFOX2,0.0035307302065783266
PDGFD,0.0035297265469769034
ALAS2,0.003526378504258359
TRAV8-3,0.003496269267994668
RNU6-545P,0.003493273681923164
PLCH2,0.003471246934983369
SLC27A5,0.0034674348802807833
CDK18,0.003432531086535352
LINC01010,-0.003425175197937527
SHANK2,0.0033998260997383095
CKAP2L,0.0033731218789035235
CELSR2,0.003354819511647414
SH3TC2,0.003339236788389354
SLC4A1,0.0033331780048214583
SLC38A11,0.0033228568403156967
DLX6,0.003299826562628427
COL2A1,0.003257130442129964
SPON1,-0.003221031623879955
FBN1,0.00321627130746156
PALMD,-0.0032075509216286046
KLHDC8B,-0.0031857810094852138
CTLA4,0.0031777648721070108
CABP7,0.0031742445570849594
IGHJ4,0.0031565706814767457
CLDN25,0.003132387299219061
RN7SL104P,0.003132387299219061
PANX3,0.003122911127187528
ZNF408,-0.0030960080045012127
RN7SL566P,-0.0030920856591499864
MC1R,0.0030889482574560888
ASPDH,0.0030674067558366107
LOXL4,0.003060566030250373
MIR1343,-0.003024287809491786
RN7SL186P,-0.003024287809491786
EBLN1,-0.003024287809491786
DNAJC27-AS1,0.003022436462646195
GRIK1,0.0030108623698865055
TSPYL6,0.0030062674831118678
RASAL2,0.0029761457706748854
UGCG,-0.00290109843994804
RNF223,0.002895571593180153
RN7SKP50,0.002895571593180153
RNU6-1016P,0.0028811940948317576
OGDHL,0.002855581648736317
RNU6-415P,0.0028536982037782248
CCDC42,-0.002849564694431656
FBN3,0.00284052185633787
CERCAM,0.002835833076639194
RN7SL285P,0.0028263752858384327
TMEM213,0.0028104416644230226
OSMR,0.0028068784716469637
GK5,-0.0028010732908636564
IGLV7-43,-0.0027830381047624394
IGLV6-57,0.0027814365075678597
ZNF530,0.002771252837709611
IGHV3-48,0.0027582809900885607
IGLV3-19,0.002752941784978954
ABHD16A,0.0027439592929855406
PLSCR2,0.0027382540916922175
ASPRV1,0.002737615046237324
GFAP,-0.0027134364281568056
HCG20,0.0026957800047707455
AHSP,0.0026815277349952196
IGKV3D-20,0.002659796152855622
RASL12,-0.002653210380643999
CYGB,0.002634202512003598
RN7SL336P,0.0026341399760411725
OR52B6,0.002621078082843583
LPL,0.0025905925542664444
VANGL2,-0.002573819040142388
SCN10A,0.0025730989649796884
ARHGEF35,0.0025701416476710402
SLC22A11,0.002555962347931527
ZNF709,-0.002522138233592589
NRL,0.0024963581846873884
TBC1D8B,-0.002477008706475524
REEP1,-0.0024660029841088033
IGKV1D-33,0.0024633540942032273
VN1R2,0.0024632258534691013
TSPAN11,0.0024369316435834693
NLGN3,-0.0024364021796620247
PRICKLE4,0.0024094766442816083
GREB1,-0.002403640647263333
ASIC5,0.0023858121181138513
SLC6A2,0.0023858121181138513
CLC,0.0023784101713332203
C21orf62,0.0023660615082184587
GALNT16,0.0023622792033075155
CDH7,0.002315228424141119
MLPH,0.002309253874228055
ABCA12,0.0022817105736330457
EGFR,0.0022782178318405725
MTFR2,0.002256245548962021
SCARNA18,-0.002251136062670218
MMP16,0.0022420922640346294
HOGA1,0.0022388118181225266
EPHA1,0.0022305573767533787
CRP,0.002221515404524015
SNORA40,-0.0022187913650374954
IMPG1,0.002213927853629283
MYCT1,0.0022107756178491775
SYT10,-0.002189557826563718
KCNV1,0.002170461513671933
TGM3,0.0021632112816263095
LRRC49,0.002149410574383728
FREM1,0.002139650303802008
OR5A2,0.0021327083877961538
LINC01087,0.0021327083877961538
IGLV1-50,0.0021300474052953155
HOXB8,-0.0021183764696482404
POSTN,0.0020944282519156157
ARHGAP26-AS1,0.0020753528732651667
PRSS12,-0.0020748412327799026
SYT6,0.002055941504082614
OSGEPL1,-0.0020451138237432952
IGHV3-7,0.002040430079142913
SNX31,0.002029448710490128
MMP9,0.0020212426741548165
TBR1,0.002020195438820537
RN7SL447P,0.001997473147322868
COL6A5,0.001997473147322868
LRRC72,0.0019944469185393197
OPN1SW,0.0019886839762388825
TINCR,0.001964178204462876
GPRASP2,0.0019622428813887444
OR12D3,-0.0019534681720582165
IGLV4-60,0.001950849829983502
RNU6ATAC31P,0.0019407191306382017
RN7SKP206,0.0019407191306382017
CNN3,0.0019340055715457386
RBM11,0.001929090874115841
HHATL-AS1,0.0019207858833075928
MUC3A,0.0019207858833075928
LHX6,0.0019165991936589933
PROCR,0.0019094725279656091
LINC00648,0.0018990477584185682
APCDD1,0.0018679419786768233
ASXL3,-0.0018674190687399382
LINC01133,0.0018638142633691708
COL13A1,0.0018561149115165281
SPATA3-AS1,0.0018495982488442929
PDZD7,0.0018440547048864204
TPH2,0.0018198526428605541
RHCE,0.0018167908067240634
GPR12,-0.0017905640095068095
SOST,0.0017831724961441657
SYDE1,0.0017714475721252135
CD207,0.0017649716691124778
IGHV3-66,0.0017647435565622278
KLLN,0.001760039755104143
PNPLA7,0.0017434482459646773
CTNNA2,-0.0017432976773290557
SLC26A4,-0.0017395830289065695
PLA1A,-0.0017348162787670363
GCSAML,0.0017339476339372664
UNC5D,-0.0017316369007927671
INHBE,0.0017206699327550327
IGHV3-49,0.0017188229675661843
LRTM2,-0.0017181844976869348
PFKFB1,0.0017174886910955416
PROX1,0.0017153801186415567
ZIM2,0.001698170507319246
ZC2HC1C,0.001697402771347042
SCARNA11,0.0016954851212639887
ITPK1-AS1,0.0016954851212639887
HPYR1,0.0016882876080152058
SELENBP1,0.0016836095576384092
MUC17,0.0016798072294892492
GYPA,0.0016729154960124068
CPT1C,0.001671009528542356
TCHHL1,0.0016662649888953905
CLDN11,0.0016567591453440723
FITM2,0.0016466024065545865
NPTX1,-0.0016374333723763053
SKIDA1,0.0016290146035799575
CCDC89,-0.0016186170249580971
MYOCD,0.0015966004444346769
KRTAP5-4,0.001585721371486863
GCM1,0.001574916343056117
WEE2-AS1,0.001571618730953227
FAM221B,-0.0015678339213224535
NALCN,0.0015667293976034103
PRMT8,0.001565361596122735
TEX26-AS1,0.001564325322804409
PALM,0.0015619788991026225
HOTTIP,0.001557696419392677
RORB,-0.0015363954863535974
GABRA2,0.0015358578971511774
RN7SL635P,0.0015358578971511774
SPOCD1,0.0015354979453055116
ZNF662,0.0015136433631105137
RBP5,-0.0015016281304954045
ZCWPW2,0.001491781106763279
NLRP8,-0.001490893569408174
IGKV3-11,-0.0014690191394029876
TFCP2L1,0.0014601766199081054
SFTPC,0.0014601039961848659
IGHV4-59,0.0014598140327161202
COL27A1,0.0014456366718877082
EFCAB6,0.001442320554466755
TTLL1,-0.0014333339063632123
ZNF90,0.001416451395850685
ZNF311,0.0014028836858224168
HLCS-IT1,0.001398446294072168
COL1A1,0.0013966315011251255
FAM135B,0.001395857510818934
RN7SL330P,0.0013867121912309072
GUCA1B,-0.0013689203665261788
IGHV3-21,0.0013607138583155245
NIPAL1,0.0013501784439338125
RAD51,0.0013320577307965752
TTC28,-0.0013308889494229466
OSBP2,0.0013256138752155758
SLC22A7,0.0013176183348314482
FBXO10,0.0013059062637792312
KRT80,0.0013018313610216128
COL5A1,0.0012940969014271042
DCBLD2,0.0012938778621325278
NDUFB2-AS1,0.0012905442542440026
RNU6-370P,0.0012864820044884854
AQP6,0.0012861254998127623
TXNDC5,0.0012800127590478808
GRM6,0.001279112383424306
FGF11,0.0012789353256669165
FBLN1,-0.001274914491426576
ZFYVE9,0.0012633738859487381
CDH5,0.0012437965076904953
GALR2,0.0012436408606763159
FGF20,0.0012422054661752847
SLC4A5,0.0012421614291778283
GRM4,0.0012382587012546283
ANK1,0.0012184073004973268
SULT4A1,-0.0011888428714295692
MORC2-AS1,0.001188828319794246
REG1B,0.0011788325594408143
CYTL1,0.0011788325594408143
SNORA11B,0.001172250578897037
SPATA31D1,0.0011610357398047016
ELF5,0.001159765293409046
IGLV2-18,-0.0011541788777613758
PHLDB2,-0.0011482038203855052
FARP1-AS1,0.001133804018830484
C10orf90,0.001133066817765884
C4orf19,-0.0011272409711250552
RN7SL814P,0.0011256638010657095
MIR5685,0.0011256638010657095
MET,0.0011252354738020176
ORC4,0.0011248838863005116
AKR1B15,0.0011223167695793034
CXCL9,0.0011201649902880739
AVIL,0.001108755641546512
IGHV3-11,-0.0011054405111930855
TEKT1,0.0011028786265629151
SPIN3,0.00109129081278573
B3GNT6,0.0010767006537399178
CCDC80,0.001073372456523636
IGLC7,0.0010639091397489254
IGFBP5,0.0010628512034087077
ALPK3,0.0010591040173260405
RN7SL198P,-0.0010558189055226948
TRAV23DV6,0.0010540725770625797
CYP1A1,0.0010498290567193373
RNU6-1121P,0.0010433364969985599
KIAA1755,-0.0010408909386892054
SLCO4A1,0.0010400590051376946
IGLV3-25,0.001039084666628291
DMRT2,0.0010266375949844558
PLEKHS1,0.0010260963283368722
SNORA25,0.0010247915197236104
ST8SIA2,0.000991342288602501
TFEB,0.0009906901654869837
CNR1,0.0009882653636640866
DMBX1,-0.0009836987896478246
PCDH11Y,0.0009676121079256676
KCNK5,0.0009649588015021843
GPR83,-0.0009614271450385632
RN7SL414P,0.0009517716246309281
PROSER2-AS1,0.0009413174336247134
MYRF,0.0009138216402597285
PLCXD3,0.0009124314941049569
RN7SL424P,0.0009034673557093355
SCRT1,0.0009034673557093355
OR11G2,0.0009015600938710221
KALRN,0.0008999438513298351
FAM120C,0.0008991930082118155
DLG5,-0.0008989235622511586
IGHV3-64,-0.0008978396335186145
MUC22,-0.000895728981174677
TUBA3C,0.0008956376241910106
RN7SL151P,0.0008956376241910106
TBX20,0.0008956376241910106
IAPP,0.0008934918078488338
DAAM2,-0.0008931587653764694
ASB11,0.0008929130119175577
RFPL2,0.0008850129069241731
TUBA8,0.0008804726069002377
LIG4,0.000866803478363596
TM4SF19,0.0008653796316798344
FRG2,0.0008628986550601032
KCTD8,0.0008614339824475674
PHGR1,-0.000857393405255217
CRTAC1,-0.000857393405255217
LINC00838,0.0008553403653121179
ZWINT,-0.0008517375951016919
SBK1,-0.000850225058712363
OR2A7,-0.0008425166570165329
PLAU,-0.0008414549266597659
EFCAB6-AS1,0.0008356235532807889
LRRC4C,0.0008347589958593891
C8B,0.0008347589958593891
KCNH1,0.0008322818225590116
ARID5A,0.0008276773436030869
MS4A10,0.0008246859070564093
ADCY5,0.000820665570762242
OR4K2,-0.0008205148163441458
LPAR3,0.000818343512051561
IGHV3-13,0.0008154745558387899
LINC00930,-0.00081227678996415
ELAVL2,-0.00081227678996415
MIR141,-0.00081227678996415
FAM230A,0.0008031669550587668
AGBL5-IT1,0.000798495669828918
ZNRF3,0.0007769316907552277
ZBED3,0.000772280556250206
SLC22A1,0.0007660512345320438
PTPRG-AS1,0.0007538850421955137
RN7SL32P,0.0007508589651669436
APOA2,0.0007451321720427533
WNK2,-0.0007390998145750486
EVPL,-0.0007347640002468628
OR1L4,0.0007301399697629567
FRRS1L,0.0007301399697629567
SLCO1A2,0.0007301399697629567
TMEM98,0.0007301399697629567
IGHJ6,0.0007154287034819925
NPTX2,0.0007094346738048251
BEND6,0.0007004611750360137
RNA5SP383,0.0007003385818240022
CXCL12,0.0006951334055297252
IGHV4OR15-8,0.0006850198094277227
F2RL3,0.000682160425901675
RN7SL546P,0.000682052205704825
CD274,-0.0006786656924943661
RNU4-49P,0.0006765884213375212
NOVA2,-0.0006672022397387891
LRRN4,0.0006568783530650317
RS1,0.0006565666388067277
TNNT3,0.0006542084003773079
HDC,0.0006538538275696834
ISG15,0.0006407074271710779
POM121L2,0.0006380182435680927
COL4A2,0.0006340251907913961
FLNB-AS1,0.0006339011717466535
CSH1,0.0006325980475303077
MIR196A1,0.0006325684557409358
NR2E1,0.0006311742218532455
NEFL,0.0006301355445008463
REM2,0.0006271811358900613
KLK1,0.0006231882434897855
BCAM,0.0006194124033596409
SHROOM3,0.0006144964216288411
SAMD12,0.0006142518370922971
RD3L,0.0006002547092186866
IGHV3-72,-0.0005945716086143584
FOXE3,0.0005863470769430361
OR4C46,0.0005828544382450845
MIA2,0.0005828544382450845
MUC6,0.0005680703980787638
RGS7BP,-0.0005629317461008953
HOXC9,0.0005607574265584288
CA6,0.0005607574265584288
NPHP3-AS1,0.0005607574265584288
LINC01159,0.0005570790208511023
RN7SKP199,0.0005527164965368658
LBX2,0.0005316673314438034
CREB3L3,0.0005287435786043049
C2orf83,0.0005240046529191797
GUCY1A2,0.0005154839726345813
PTPDC1,-0.0005148709562063618
CNKSR1,0.0005129443133869636
ARL9,0.0005083543545893388
CUZD1,0.0005041329102108652
HSD3B2,0.000502776420847543
TRAJ45,0.0004993276377711808
RBFADN,0.0004981967270516888
PKNOX2,0.0004965427177927587
IGHV3-73,0.0004929766518897616
ZC4H2,-0.0004923755075899489
SMIM22,-0.0004885416825130436
GPR3,-0.00048758464373116896
MELK,0.0004864506372550942
KLHL41,0.0004855220239050118
SHISA9,0.00048101458265399833
PRDM9,0.00048008874953851376
GSN-AS1,-0.0004740991237546348
CDT1,0.0004737071431700808
ADARB2-AS1,0.0004670955746386656
C19orf18,0.0004667437863048986
ALDH3A1,0.000462440050614637
PHYHIP,0.0004609917440745897
HRNR,0.0004536438457416733
DAO,0.0004510495773002452
IGLON5,0.0004510495773002452
WNT9A,0.0004510495773002452
RN7SKP208,0.0004510495773002452
CSF3,0.0004510495773002452
HNF4G,0.0004510495773002452
IGKV1-5,0.00045084577281518225
MIR137HG,0.0004483008724306023
LGSN,0.0004413254351147267
TRABD2B,0.00043979518511449344
CACNA1E,-0.00043271837992097826
CP,0.00042797408104002145
KCNQ5,-0.00041860687505862373
LONRF2,0.00041851255584235484
DKK3,-0.0004176200786964533
SUGCT,0.0004166116419012841
DPYSL3,0.00041642284446710454
GAD2,-0.0004065428405556499
SCN5A,0.00040378418309181235
TMEM92,0.0004028659782944154
ANO2,0.000396220335698336
IGHV1OR21-1,-0.00039504847612570175
CCDC60,0.00039112248590114033
IRGC,0.00038884281295751405
LINC00901,-0.00038142229138221986
ZFP2,0.000381176529218383
KLHDC9,0.00037851813104953407
MAP2,0.0003753025493624319
LRRIQ1,0.00037473675923077875
HBD,0.00037316007888553107
IGHV6-1,-0.00036987921975470287
CCR10,0.0003662187264875894
HNF1B,0.0003656403963643801
KY,0.00036361817911466745
IGHV5-51,-0.00036276667061542695
GLYAT,0.00036136050500510373
NWD1,-0.0003604377106938972
RNA5S9,0.0003591345925565793
DRD5,0.00035729957625392386
MEIS3,0.0003518624125282107
ODF3L1,0.0003485959049460704
LGALS14,0.0003390276224749953
LSMEM2,0.00033808118919412456
ZPBP,-0.00033479364594983817
DNAI2,-0.00033461427864452705
SYNDIG1L,0.0003338043451503719
ANKRD62,0.0003317948290500183
ZBED2,0.00033062363652709557
CCDC177,0.00033062363652709557
HSPA12A,-0.0003250632685545166
TRBV3-1,0.0003245826229598563
PLA2G4E,0.000318128872257039
CCDC126,-0.00031705462227415646
TTC16,0.00031033481613680473
TRIM67,0.0003095962902128445
TRBV20OR9-2,0.0003091345177543334
KRT15,0.0003091345177543334
BTNL8,0.00030788187529254865
ADORA1,-0.0003046769087183507
ZNF404,0.0003040898748778778
MMEL1,-0.0003035043240894383
IGKV1-12,-0.00030068617184267387
IRF6,-0.00028800331346742964
IGLV3-21,0.0002862357970076675
IGKV1D-8,-0.0002845054598182024
GLRB,0.0002826178162114205
WFDC10A,0.00027260869801793645
EXD1,-0.0002709995481316022
PTPRG,-0.0002709995481316022
PPFIA3,-0.0002700395289611183
RNU6-107P,0.0002693090396887994
CLSTN2,0.00026921898249159524
MT-TH,0.0002691260554049371
FENDRR,0.0002685701737869265
KIAA0087,0.00026695212078770616
IGLV3-27,0.00026335869077728785
BARX2,-0.0002582086156342088
KCNC1,-0.0002574512207041468
SNORA9,0.0002571154114633228
C11orf87,0.0002557021716433357
ASIC4,0.0002557021716433357
OR11A1,0.0002515596992788473
ITGB1BP2,0.0002509659497451404
GUCA1A,0.00025050227924923603
IGLV3-1,-0.00024998535051961
COL15A1,0.0002487463048914854
NOTO,0.0002471097228082374
TRBV9,0.000245854506313502
FOXE1,-0.00024310633515769623
NPHP1,0.00023924235186985912
MIR3173,0.0002389984652765068
DSC2,-0.00023734157754084877
SPRR2G,-0.000237292167254095
SLC2A7,-0.000237292167254095
SCD5,-0.0002309346267406465
CACNA1C,-0.00022980486843917424
LHFPL3,0.0002286222034985525
DDI1,0.0002286222034985525
DCAF4L2,0.0002286222034985525
PAM16,-0.00022818903784697299
FBXL13,-0.00022687660998219294
RN7SKP39,0.00021660506990192605
RGR,0.00020942204125075773
SYT5,0.00020923317231972053
RBP1,-0.00020789533945547763
ZNF391,-0.00020630368445211865
RAP2C-AS1,-0.00020408624032178474
IGKV2-30,-0.00020311527164987745
SMOC2,0.00020192723310374512
DQX1,0.00020081019930462534
B3GALT1,0.0001994119691215805
HTR5A,-0.0001989087939337836
CNTN2,0.00019315516047132216
STK24-AS1,0.0001908102360697789
MBD3L5,0.000189317734622026
MBD3L2,0.000189317734622026
CCDC178,0.000189317734622026
RCAN2,0.000189317734622026
GPR21,0.000189317734622026
IGKV1D-16,-0.0001886185033367663
ABRA,-0.00018677497077889375
PTPRH,0.00018620557887423132
GPR179,-0.00018397341508454495
RBP4,0.00018289094397175317
AJUBA,-0.0001810224352935725
TMEM252,0.0001805922493265302
DIRC1,0.0001805922493265302
TEPP,0.00017802315865023046
IGKV2D-30,-0.00017682315834347922
C19orf84,-0.0001762875729369825
RN7SL107P,0.00017619699909047563
RN7SL574P,0.00017619699909047563
DAB2IP,0.0001747218028892948
SCARNA10,-0.00017425088758802563
TDGF1,0.00017254645511019195
IGLL1,-0.00016734321828139307
TMEM30B,-0.00016446167142968734
NTNG1,0.00016351180400146659
LRRC55,-0.00016278214570307153
GAS5-AS1,0.00016167575160652651
SPRR3,0.0001612563487571438
IGHV4-34,-0.00016047862878597305
DNASE1L2,0.0001587728535576452
IGLV2-23,-0.00015861055364663337
ABCG2,-0.00015523619666186228
DSCAML1,0.00015514211529977603
NFE4,-0.00015247305128636025
NKX2-5,-0.00015089568749054633
NOXRED1,-0.00015089568749054633
LAMP3,0.0001500869187548336
HOXB1,0.00014898162097479113
IQCJ,0.00014898162097479113
KBTBD11-OT1,0.00014856079400882795
LRRN1,0.00014856079400882795
TP63,0.00014762226702643629
NSG2,0.00014450174879698736
TMEM174,0.00014431983514111947
RN7SKP284,0.00014429205703296415
TRIM32,-0.0001434963180472948
GPLD1,0.00014279904096574727
LRRN4CL,-0.00014151931444008223
KCNB2,-0.00014029768633237413
UGT1A6,-0.00014029104370279227
RNU1-134P,0.00013998132575803395
NEK10,-0.0001387324164247536
CPA5,0.00013802980073096714
KDM4A-AS1,0.00013802980073096714
UGT3A1,-0.00013672353538761735
SCG5,-0.00013100753769232316
TRIM54,0.00012980911809025377
ZCCHC12,0.00012980911809025377
PACSIN3,0.00012980911809025377
AKAP4,0.00012980911809025377
RNF186,0.00012980911809025377
CKMT2-AS1,-0.00012814899673010917
ZNF716,0.0001274220517544691
GCNT3,-0.0001256424162630711
ADAMTS6,-0.00012494118312802272
LRRC52,-0.00012310903394336932
CYP4F2,0.0001228658157641695
HHATL,0.00012189241466956181
TAS2R3,0.00012189241466956181
