cell_id,sample_id,manuscript_id,condition,n_counts,n_genes,pct_mt,length,leiden_geneformer
c000388,S558,C4,COVID-19,3495,1786,4.005722460658083,1650,5
c000389,S557,C3,COVID-19,4286,1801,3.033131124591694,1649,5
c000390,S558,C4,COVID-19,4913,1806,4.111540810095665,1648,5
c000391,HIP043,H4,Healthy,3729,1798,7.696433360150174,1647,5
c000392,HIP043,H4,Healthy,3761,1796,6.62057963307631,1646,5
c000393,S557,C3,COVID-19,3586,1790,4.26659230340212,1646,5
c000394,HIP043,H4,Healthy,4794,1803,4.547350855235711,1645,5
c000395,S557,C3,COVID-19,4402,1799,9.63198546115402,1645,5
c000396,S557,C3,COVID-19,4603,1806,5.95263958288073,1645,5
c000397,S558,C4,COVID-19,3984,1793,4.216867469879518,1645,5
c000398,S557,C3,COVID-19,4745,1801,9.441517386722866,1644,5
c000399,S557,C3,COVID-19,3717,1808,5.219262846381491,1644,5
c000400,S557,C3,COVID-19,4596,1800,5.178416013925152,1644,5
c000401,S558,C4,COVID-19,4288,1792,3.0550373134328357,1644,5
c000402,S557,C3,COVID-19,5230,1787,2.2179732313575524,1641,5
c000403,S557,C3,COVID-19,4084,1791,6.341821743388834,1639,5
c000404,HIP043,H4,Healthy,4070,1796,11.277641277641278,1637,5
c000405,S556,C2,COVID-19,4643,1782,3.467585612750377,1634,5
c000406,S557,C3,COVID-19,4480,1763,5.178571428571429,1632,5
c000407,S557,C3,COVID-19,3803,1815,4.128319747567709,1629,5
c000408,S557,C3,COVID-19,3749,1786,7.281941851160309,1628,5
c000409,S557,C3,COVID-19,4082,1788,2.8907398334149925,1626,5
c000410,S556,C2,COVID-19,4257,1783,3.2182287996241485,1625,5
c000411,S558,C4,COVID-19,3345,1754,4.304932735426009,1625,5
c000412,S556,C2,COVID-19,4447,1757,4.7222846863053745,1624,5
c000413,S558,C4,COVID-19,4294,1769,7.19608756404285,1623,5
c000414,S556,C2,COVID-19,4766,1760,6.2526227444397815,1621,5
c000415,S556,C2,COVID-19,3779,1750,5.292405398253506,1620,5
c000416,S558,C4,COVID-19,3575,1754,4.895104895104895,1620,5
c000417,HIP043,H4,Healthy,4102,1768,8.337396392003901,1619,5
c000418,HIP043,H4,Healthy,3924,1759,5.73394495412844,1619,5
c000419,S558,C4,COVID-19,3803,1768,4.706810412831975,1617,5
c000420,S557,C3,COVID-19,7449,1790,3.8260169150221506,1616,5
c000421,HIP043,H4,Healthy,3389,1750,5.6358807907937445,1615,5
c000422,S557,C3,COVID-19,4028,1742,5.06454816285998,1614,5
c000423,S557,C3,COVID-19,3735,1742,3.21285140562249,1614,5
c000424,S558,C4,COVID-19,4199,1734,7.001667063586568,1613,5
c000425,HIP043,H4,Healthy,3366,1757,6.120023767082591,1611,5
c000426,S557,C3,COVID-19,3777,1739,4.871591209954991,1611,5
c000427,S557,C3,COVID-19,3817,1744,6.313859051611213,1611,5
c000428,S557,C3,COVID-19,3849,1777,5.741751104182905,1611,5
c000429,S558,C4,COVID-19,3758,1763,4.523682810005322,1611,5
c000430,HIP043,H4,Healthy,3786,1759,7.369255150554675,1610,5
c000431,S557,C3,COVID-19,3743,1758,5.289874432273577,1610,5
c000432,HIP043,H4,Healthy,4068,1759,5.555555555555555,1609,5
c000433,S557,C3,COVID-19,5113,1776,3.1879522785057697,1609,5
c000434,S557,C3,COVID-19,4538,1754,5.04627589246364,1607,5
c000435,S557,C3,COVID-19,4726,1781,4.930173508252222,1606,5
c000436,S557,C3,COVID-19,4051,1748,6.6897062453715135,1605,5
c000437,HIP043,H4,Healthy,3947,1747,7.14466683557132,1604,5
c000438,HIP043,H4,Healthy,3775,1741,5.695364238410596,1603,5
c000439,S557,C3,COVID-19,4239,1753,4.600141542816702,1603,5
c000440,S558,C4,COVID-19,3748,1745,6.296691568836713,1603,5
c000441,S557,C3,COVID-19,4234,1746,6.7312234293812,1601,5
c000442,S557,C3,COVID-19,3719,1754,7.367571927937617,1600,5
c000443,HIP043,H4,Healthy,3540,1729,4.548022598870056,1599,5
c000444,S558,C4,COVID-19,3800,1708,3.6052631578947367,1599,5
c000445,S557,C3,COVID-19,4422,1748,6.0379918588873815,1598,5
c000446,S557,C3,COVID-19,3935,1751,5.9212198221092756,1597,5
c000447,S557,C3,COVID-19,5571,1753,11.900915455035003,1595,5
c000448,HIP043,H4,Healthy,3710,1752,9.002695417789758,1594,5
c000449,HIP043,H4,Healthy,3886,1746,6.7421513124035,1593,5
c000450,S557,C3,COVID-19,3722,1737,4.701773240193444,1593,5
c000451,S557,C3,COVID-19,3897,1733,7.210674878111368,1593,5
c000452,S558,C4,COVID-19,3348,1734,5.256869772998805,1593,5
c000453,S557,C3,COVID-19,4428,1730,11.291779584462512,1592,5
c000454,S558,C4,COVID-19,4276,1723,3.5079513564078577,1592,5
c000455,S557,C3,COVID-19,4123,1727,3.686635944700461,1591,5
c000456,S556,C2,COVID-19,4986,1736,9.967910148415564,1590,5
c000457,S558,C4,COVID-19,3599,1708,4.445679355376494,1589,5
c000458,S558,C4,COVID-19,3685,1715,4.85753052917232,1589,5
c000459,HIP043,H4,Healthy,3592,1740,6.514476614699332,1588,5
c000460,HIP043,H4,Healthy,3804,1744,6.4931650893796,1587,5
c000461,S557,C3,COVID-19,3674,1705,4.9265106151333695,1587,5
c000462,S557,C3,COVID-19,4055,1736,9.025893958076448,1587,5
c000463,S557,C3,COVID-19,4620,1743,8.116883116883116,1586,5
c000464,S557,C3,COVID-19,4188,1702,9.216809933142311,1584,5
c000465,S557,C3,COVID-19,3528,1697,5.697278911564626,1584,5
c000466,S557,C3,COVID-19,4360,1737,6.307339449541284,1584,5
c000467,S558,C4,COVID-19,3327,1705,3.727081454764052,1583,5
c000468,HIP043,H4,Healthy,3748,1698,4.135538954108858,1582,5
c000469,S557,C3,COVID-19,4059,1713,7.415619610741562,1582,5
c000470,S558,C4,COVID-19,3637,1712,5.471542480065988,1582,5
c000471,S557,C3,COVID-19,3824,1741,5.4654811715481175,1581,5
c000472,S557,C3,COVID-19,4449,1735,5.978871656552034,1581,5
c000473,S557,C3,COVID-19,3994,1745,4.131196795192789,1580,5
c000474,HIP043,H4,Healthy,3797,1724,9.165130366078483,1578,5
c000475,S557,C3,COVID-19,3835,1710,5.44980443285528,1576,5
c000476,S558,C4,COVID-19,3635,1692,3.90646492434663,1576,5
c000477,S556,C2,COVID-19,4068,1720,4.5968534906588,1575,5
c000478,S557,C3,COVID-19,5134,1752,4.031943903389171,1575,5
c000479,HIP043,H4,Healthy,3580,1725,3.6033519553072626,1574,5
c000480,HIP043,H4,Healthy,3347,1702,7.798028084852106,1573,5
c000481,S557,C3,COVID-19,3763,1714,5.979271857560457,1573,5
c000482,S557,C3,COVID-19,3997,1719,5.7042782086564925,1570,5
c000483,S557,C3,COVID-19,4239,1723,3.538570417551309,1569,5
c000484,S557,C3,COVID-19,3257,1703,4.022106232729506,1568,5
c000485,S557,C3,COVID-19,4227,1710,8.682280577241542,1568,5
c000486,S557,C3,COVID-19,3770,1707,4.190981432360743,1566,5
c000487,S557,C3,COVID-19,4131,1708,4.284676833696442,1565,5
c000488,S558,C4,COVID-19,3330,1698,4.2942942942942945,1565,5
c000489,S558,C4,COVID-19,4204,1697,5.304471931493816,1565,5
c000490,S558,C4,COVID-19,3742,1716,7.322287546766435,1564,5
c000491,S557,C3,COVID-19,3860,1691,3.8082901554404147,1563,5
c000492,S557,C3,COVID-19,3835,1707,3.363754889178618,1562,5
c000493,S557,C3,COVID-19,3853,1694,5.606021282117831,1561,5
c000494,S557,C3,COVID-19,3707,1683,4.612894523873752,1560,5
c000495,S557,C3,COVID-19,5171,1691,13.169599690582093,1557,5
c000496,S556,C2,COVID-19,4121,1706,3.882552778451832,1554,5
c000497,S558,C4,COVID-19,3304,1692,5.780871670702179,1554,5
c000498,S557,C3,COVID-19,3542,1680,4.263128176171654,1553,5
c000499,S558,C4,COVID-19,3430,1663,4.868804664723032,1553,5
c000500,HIP043,H4,Healthy,3533,1686,6.283611661477498,1551,5
c000501,S557,C3,COVID-19,3671,1696,4.848815036774721,1551,5
c000502,S557,C3,COVID-19,4231,1696,9.57220515244623,1549,5
c000503,S557,C3,COVID-19,3598,1671,6.837131739855475,1548,5
c000504,S558,C4,COVID-19,2941,1671,5.2703162189731385,1548,5
c000505,S557,C3,COVID-19,4771,1707,2.9134353385034584,1547,5
c000506,S557,C3,COVID-19,3941,1689,6.470438974879472,1546,5
c000507,HIP043,H4,Healthy,3773,1698,7.31513384574609,1545,5
c000508,S556,C2,COVID-19,4083,1689,13.66642174871418,1544,5
c000509,S558,C4,COVID-19,3446,1679,4.962275101567034,1544,5
c000510,HIP043,H4,Healthy,3836,1664,7.090719499478624,1543,5
c000511,HIP043,H4,Healthy,3619,1666,7.432992539375518,1542,5
c000512,S557,C3,COVID-19,3960,1683,4.7727272727272725,1542,5
c000513,S558,C4,COVID-19,3222,1671,4.127870887647424,1542,5
c000514,S556,C2,COVID-19,5869,1701,5.486454251150111,1541,5
c000515,S557,C3,COVID-19,3569,1669,7.845334827682825,1541,5
c000516,S557,C3,COVID-19,3688,1679,5.39587852494577,1540,5
c000517,S557,C3,COVID-19,3328,1668,4.206730769230769,1537,5
c000518,S558,C4,COVID-19,3489,1684,6.5634852393235885,1536,5
c000519,S557,C3,COVID-19,3309,1685,7.645814445451798,1535,5
c000520,S558,C4,COVID-19,3773,1680,4.240657301881791,1535,5
c000521,S556,C2,COVID-19,3542,1688,5.053642010163749,1533,5
c000522,S556,C2,COVID-19,3332,1679,5.642256902761105,1532,5
c000523,S557,C3,COVID-19,3776,1666,5.932203389830509,1531,5
c000524,S557,C3,COVID-19,4374,1690,9.442158207590307,1531,5
c000525,S558,C4,COVID-19,4313,1665,5.726872246696035,1531,5
c000526,HIP043,H4,Healthy,3376,1651,5.361374407582939,1530,5
c000527,S557,C3,COVID-19,3667,1660,3.3542405235887647,1530,5
c000528,S558,C4,COVID-19,3368,1656,3.8004750593824226,1530,5
c000529,S557,C3,COVID-19,3687,1660,3.4174125305126117,1529,5
c000530,S557,C3,COVID-19,3796,1680,5.690200210748156,1529,5
c000531,S558,C4,COVID-19,4139,1662,6.088427156317951,1529,5
c000532,S557,C3,COVID-19,3890,1670,5.4498714652956295,1527,5
c000533,HIP043,H4,Healthy,3766,1678,8.258098778544875,1525,5
c000534,S558,C4,COVID-19,3618,1646,5.4449972360420125,1524,5
c000535,S557,C3,COVID-19,5066,1650,4.7374654559810505,1522,5
c000536,S557,C3,COVID-19,3910,1667,6.086956521739131,1522,5
c000537,S558,C4,COVID-19,3133,1655,6.958187041174593,1521,5
c000538,S557,C3,COVID-19,5739,1650,2.7705175117616307,1520,5
c000539,S556,C2,COVID-19,3874,1644,5.962829117191533,1518,5
c000540,S556,C2,COVID-19,3686,1656,6.755290287574606,1517,5
c000541,S557,C3,COVID-19,3166,1643,8.243840808591282,1517,5
c000542,S557,C3,COVID-19,3452,1654,4.374275782155272,1517,5
c000543,S557,C3,COVID-19,3537,1653,5.795872208085949,1517,5
c000544,S557,C3,COVID-19,4466,1637,5.396327810120914,1516,5
c000545,S558,C4,COVID-19,3464,1666,3.348729792147806,1516,5
c000546,HIP043,H4,Healthy,3439,1649,5.902878743820878,1515,5
c000547,S557,C3,COVID-19,3828,1648,5.799373040752351,1515,5
c000548,S557,C3,COVID-19,3779,1665,6.245038369939137,1515,5
c000549,S557,C3,COVID-19,3750,1640,5.093333333333334,1514,5
c000550,S557,C3,COVID-19,3699,1653,3.0548796972154637,1513,5
c000551,S558,C4,COVID-19,4075,1640,5.325153374233129,1513,5
c000552,HIP043,H4,Healthy,3093,1634,4.75266731328807,1512,5
c000553,HIP043,H4,Healthy,4445,1680,4.791901012373454,1510,5
c000554,S558,C4,COVID-19,3833,1645,5.609183407252805,1510,5
c000555,S558,C4,COVID-19,3743,1638,5.984504408228694,1507,5
c000556,S557,C3,COVID-19,3493,1633,7.81563126252505,1506,5
c000557,S557,C3,COVID-19,3514,1618,7.911212293682413,1503,5
c000558,S557,C3,COVID-19,3827,1622,3.658217925267834,1503,5
c000559,S558,C4,COVID-19,3455,1646,4.7467438494934875,1503,5
c000560,S557,C3,COVID-19,3834,1648,4.95565988523735,1502,5
c000561,S558,C4,COVID-19,3079,1627,2.825592724910685,1501,5
c000562,S556,C2,COVID-19,3632,1627,9.609030837004406,1500,5
c000563,S558,C4,COVID-19,3545,1609,5.839210155148096,1499,5
c000564,S558,C4,COVID-19,3537,1632,4.89115069267741,1499,5
c000565,HIP043,H4,Healthy,3616,1638,7.466814159292035,1496,5
c000566,S556,C2,COVID-19,3353,1636,4.20518938264241,1496,5
c000567,S557,C3,COVID-19,3477,1619,4.54414725337935,1496,5
c000568,S558,C4,COVID-19,4005,1622,11.410736579275905,1495,5
c000569,S558,C4,COVID-19,3711,1633,3.395311236863379,1495,5
c000570,S557,C3,COVID-19,4532,1612,6.575463371579876,1494,5
c000571,S557,C3,COVID-19,3424,1620,4.789719626168225,1494,5
c000572,S558,C4,COVID-19,3418,1634,2.8964306612053834,1493,5
c000573,S557,C3,COVID-19,3987,1620,6.37070479056935,1492,5
c000574,S557,C3,COVID-19,4036,1643,4.856293359762141,1492,5
c000575,HIP043,H4,Healthy,3374,1612,3.3787788974510966,1491,5
c000576,S557,C3,COVID-19,3696,1620,12.364718614718615,1491,5
c000577,S558,C4,COVID-19,3789,1614,4.750593824228028,1490,5
c000578,S557,C3,COVID-19,3604,1612,3.4128745837957823,1488,5
c000579,S557,C3,COVID-19,3927,1620,3.5650623885918002,1487,5
c000580,S557,C3,COVID-19,4739,1631,10.888373074488289,1487,5
c000581,HIP043,H4,Healthy,3572,1637,8.482642777155656,1486,5
c000582,S557,C3,COVID-19,3375,1625,4.8,1486,5
c000583,S558,C4,COVID-19,3207,1595,6.3922669161209855,1486,5
c000584,S557,C3,COVID-19,4714,1612,6.618582944420874,1481,5
c000585,HIP043,H4,Healthy,3401,1615,4.498676859747134,1480,5
c000586,S557,C3,COVID-19,3231,1598,5.663881151346333,1480,5
c000587,S557,C3,COVID-19,3917,1606,3.2933367372989535,1480,5
c000588,HIP043,H4,Healthy,2995,1600,4.440734557595993,1479,5
c000589,HIP043,H4,Healthy,3605,1607,8.40499306518724,1478,5
c000590,S558,C4,COVID-19,3258,1617,5.801104972375691,1478,5
c000591,S557,C3,COVID-19,3424,1590,3.796728971962617,1477,5
c000592,S557,C3,COVID-19,3957,1635,5.585039171089209,1477,5
c000593,S558,C4,COVID-19,3589,1586,5.12677626079688,1476,5
c000594,S558,C4,COVID-19,3468,1593,5.882352941176471,1476,5
c000595,HIP043,H4,Healthy,3292,1609,11.907654921020656,1475,5
c000596,S557,C3,COVID-19,3644,1588,4.692645444566411,1471,5
c000597,S557,C3,COVID-19,3269,1590,6.026307739369837,1471,5
c000598,S558,C4,COVID-19,2965,1613,4.856661045531197,1471,5
c000599,HIP043,H4,Healthy,2870,1585,6.411149825783972,1469,5
c000600,S557,C3,COVID-19,3796,1601,4.610115911485774,1469,5
c000601,S556,C2,COVID-19,3817,1598,3.6416033534189154,1466,5
c000602,S557,C3,COVID-19,3924,1602,3.797145769622834,1465,5
c000603,S558,C4,COVID-19,3386,1573,4.813939751919669,1463,5
c000604,S558,C4,COVID-19,3673,1588,3.1581813231690714,1463,5
c000605,S557,C3,COVID-19,3394,1585,9.48733058338244,1462,5
c000606,S558,C4,COVID-19,3496,1579,9.525171624713959,1462,5
c000607,S557,C3,COVID-19,4383,1587,7.02715035363906,1461,5
c000608,S558,C4,COVID-19,3319,1587,4.037360650798433,1461,5
c000609,HIP043,H4,Healthy,3419,1578,9.0962269669494,1460,5
c000610,S557,C3,COVID-19,3401,1582,4.351661276095266,1460,5
c000611,S557,C3,COVID-19,3472,1621,7.546082949308755,1460,5
c000612,HIP043,H4,Healthy,3551,1595,8.138552520416784,1459,5
c000613,S557,C3,COVID-19,3803,1612,3.2079936891927425,1459,5
c000614,S557,C3,COVID-19,3287,1606,4.715546090660176,1459,5
c000615,HIP043,H4,Healthy,3431,1605,4.69250947245701,1458,5
c000616,HIP043,H4,Healthy,3515,1571,6.486486486486487,1456,5
c000617,S557,C3,COVID-19,4033,1588,16.06744359037937,1456,5
c000618,S556,C2,COVID-19,3492,1572,6.844215349369988,1454,5
c000619,S558,C4,COVID-19,3150,1583,3.0476190476190474,1454,5
c000620,S558,C4,COVID-19,3635,1593,6.822558459422283,1454,5
c000621,HIP043,H4,Healthy,3307,1585,5.624433020864832,1453,5
c000622,S557,C3,COVID-19,2923,1590,3.0448169688676017,1453,5
c000623,S557,C3,COVID-19,3674,1586,8.19270549809472,1453,5
c000624,S558,C4,COVID-19,3224,1563,4.962779156327543,1453,5
c000625,S557,C3,COVID-19,4108,1587,3.2132424537487827,1452,5
c000626,S557,C3,COVID-19,3398,1600,5.267804590935844,1452,5
c000627,S557,C3,COVID-19,3520,1609,7.982954545454546,1452,5
c000628,S558,C4,COVID-19,3594,1588,4.9805230940456315,1452,5
c000629,S556,C2,COVID-19,3534,1568,5.00848896434635,1451,5
c000630,S557,C3,COVID-19,3609,1575,11.582155721806595,1451,5
c000631,S557,C3,COVID-19,3286,1591,6.695069993913573,1451,5
c000632,S558,C4,COVID-19,3112,1569,4.048843187660668,1451,5
c000633,S557,C3,COVID-19,3126,1571,3.8067818298144593,1450,5
c000634,S557,C3,COVID-19,4356,1587,5.601469237832874,1450,5
c000635,S558,C4,COVID-19,3329,1559,5.226794833283268,1448,5
c000636,S558,C4,COVID-19,3362,1573,4.818560380725758,1447,5
c000637,S558,C4,COVID-19,4308,1578,3.7836583101207055,1446,5
c000638,HIP043,H4,Healthy,3191,1549,5.390159824506425,1444,5
c000639,S556,C2,COVID-19,3405,1575,3.2305433186490453,1444,5
c000640,S557,C3,COVID-19,3944,1575,4.1075050709939145,1444,5
c000641,HIP043,H4,Healthy,3140,1562,9.012738853503185,1443,5
c000642,S557,C3,COVID-19,3718,1578,5.083378160301237,1443,5
c000643,S557,C3,COVID-19,3699,1585,5.812381724790484,1442,5
c000644,HIP043,H4,Healthy,3451,1551,10.315850478122284,1441,5
c000645,S557,C3,COVID-19,3211,1560,10.401744004982872,1440,5
c000646,S557,C3,COVID-19,3081,1572,3.4079844206426486,1440,5
c000647,S557,C3,COVID-19,3517,1585,5.771964742678419,1439,5
c000648,S558,C4,COVID-19,3210,1554,9.532710280373832,1439,5
c000649,S558,C4,COVID-19,3408,1547,5.927230046948357,1439,5
c000650,HIP043,H4,Healthy,3133,1568,6.128311522502394,1438,5
c000651,S556,C2,COVID-19,2835,1553,3.7037037037037037,1437,5
c000652,S557,C3,COVID-19,3911,1572,6.750191766811557,1437,5
c000653,HIP043,H4,Healthy,3483,1566,6.14412862474878,1436,5
c000654,S558,C4,COVID-19,3579,1577,5.2249231628946635,1436,5
c000655,S558,C4,COVID-19,3869,1582,3.6701990178340655,1436,5
c000656,HIP043,H4,Healthy,3323,1561,4.604273247065905,1435,5
c000657,S556,C2,COVID-19,5214,1588,15.861143076332949,1435,5
c000658,S557,C3,COVID-19,3845,1559,5.357607282184655,1434,5
c000659,HIP043,H4,Healthy,3487,1557,4.359047892170921,1433,5
c000660,S557,C3,COVID-19,3277,1550,4.760451632590784,1433,5
c000661,S557,C3,COVID-19,3074,1573,4.0988939492517895,1433,5
c000662,HIP043,H4,Healthy,3848,1576,7.666320166320166,1432,5
c000663,S557,C3,COVID-19,4587,1582,3.7061260082842815,1432,5
c000664,S557,C3,COVID-19,3168,1566,7.039141414141414,1431,5
c000665,HIP043,H4,Healthy,3131,1546,6.611306291919514,1429,5
c000666,S558,C4,COVID-19,2884,1524,6.171983356449376,1429,5
c000667,S558,C4,COVID-19,3380,1569,5.4733727810650885,1428,5
c000668,S557,C3,COVID-19,3331,1589,7.655358751125788,1427,5
c000669,S558,C4,COVID-19,3417,1523,4.360550190225344,1427,5
c000670,HIP043,H4,Healthy,3681,1555,10.296115186090736,1426,5
c000671,S557,C3,COVID-19,3348,1569,4.68936678614098,1426,5
c000672,S558,C4,COVID-19,3193,1544,4.415909802693392,1425,5
c000673,HIP043,H4,Healthy,3240,1539,7.6234567901234565,1424,5
c000674,S556,C2,COVID-19,3719,1561,5.458456574347943,1424,5
c000675,S557,C3,COVID-19,3662,1551,4.751501911523757,1424,5
c000676,S557,C3,COVID-19,3940,1552,9.974619289340101,1424,5
c000677,S558,C4,COVID-19,3857,1557,4.174228675136116,1424,5
c000678,HIP043,H4,Healthy,3075,1543,4.813008130081301,1423,5
c000679,S557,C3,COVID-19,5785,1556,4.511668107173725,1423,5
c000680,S558,C4,COVID-19,4042,1528,10.29193468579911,1423,5
c000681,S556,C2,COVID-19,3830,1549,5.248041775456919,1422,5
c000682,S558,C4,COVID-19,3060,1551,5.784313725490196,1422,5
c000683,S557,C3,COVID-19,3482,1561,6.203331418724871,1421,5
c000684,S557,C3,COVID-19,3847,1564,4.964907720301533,1421,5
c000685,HIP043,H4,Healthy,3400,1548,10.588235294117647,1420,5
c000686,HIP043,H4,Healthy,3258,1556,4.143646408839779,1419,5
c000687,S556,C2,COVID-19,3754,1564,7.325519445924347,1417,5
c000688,HIP043,H4,Healthy,2737,1523,6.1746437705516986,1416,5
c000689,S557,C3,COVID-19,3211,1555,9.12488321395204,1416,5
c000690,S558,C4,COVID-19,3154,1519,4.40710209258085,1416,5
c000691,S558,C4,COVID-19,3480,1524,6.666666666666667,1416,5
c000692,HIP043,H4,Healthy,3234,1542,11.719233147804577,1415,5
c000693,HIP043,H4,Healthy,3005,1531,6.289517470881863,1414,5
c000694,S557,C3,COVID-19,3362,1530,7.227840571088637,1414,5
c000695,S557,C3,COVID-19,3081,1546,5.939629990262902,1414,5
c000696,HIP043,H4,Healthy,3020,1543,4.072847682119205,1413,5
c000697,S557,C3,COVID-19,3752,1552,7.222814498933902,1413,5
c000698,S556,C2,COVID-19,3149,1537,4.953953636074944,1412,5
c000699,S557,C3,COVID-19,3659,1530,6.17655097021044,1412,5
c000700,S558,C4,COVID-19,3186,1531,3.797865662272442,1412,5
c000701,S558,C4,COVID-19,3474,1545,5.094991364421416,1412,5
c000702,S558,C4,COVID-19,3115,1538,5.200642054574639,1412,5
c000703,HIP043,H4,Healthy,2984,1520,4.557640750670242,1410,5
c000704,HIP043,H4,Healthy,3220,1537,7.0186335403726705,1410,5
c000705,S556,C2,COVID-19,3139,1528,10.035043007327173,1410,5
c000706,S557,C3,COVID-19,3575,1550,7.076923076923077,1410,5
c000707,S556,C2,COVID-19,3647,1532,7.704962983273924,1407,5
c000708,S557,C3,COVID-19,3109,1523,4.277902862656803,1407,5
c000709,HIP043,H4,Healthy,3088,1515,7.674870466321243,1406,5
c000710,S557,C3,COVID-19,3264,1509,9.129901960784315,1406,5
c000711,S557,C3,COVID-19,3264,1517,8.60906862745098,1405,5
c000712,HIP043,H4,Healthy,3105,1542,9.178743961352657,1404,5
c000713,HIP043,H4,Healthy,3352,1538,5.936754176610979,1403,5
c000714,S557,C3,COVID-19,3428,1532,5.425904317386231,1403,5
c000715,S556,C2,COVID-19,2981,1535,3.58939953035894,1402,5
c000716,S557,C3,COVID-19,3250,1545,4.984615384615385,1402,5
c000717,HIP043,H4,Healthy,3016,1527,6.76392572944297,1399,5
c000718,S557,C3,COVID-19,3860,1525,6.476683937823834,1399,5
c000719,HIP043,H4,Healthy,3354,1519,8.735837805605247,1398,5
c000720,S557,C3,COVID-19,3464,1536,3.897228637413395,1398,5
c000721,S556,C2,COVID-19,3291,1520,5.864478881798846,1397,5
c000722,S558,C4,COVID-19,3260,1487,7.822085889570552,1397,5
c000723,S558,C4,COVID-19,2862,1497,5.415793151642208,1396,5
c000724,S558,C4,COVID-19,2977,1509,5.878401074907625,1394,5
c000725,S558,C4,COVID-19,3098,1499,7.198192382182053,1392,5
c000726,S558,C4,COVID-19,3403,1509,8.404349103732,1392,5
c000727,S557,C3,COVID-19,3199,1510,5.407939981244139,1391,5
c000728,S558,C4,COVID-19,3101,1540,5.4498548855208,1390,5
c000729,S557,C3,COVID-19,2899,1489,3.932390479475681,1389,5
c000730,HIP043,H4,Healthy,2829,1479,6.433368681512902,1388,5
c000731,S556,C2,COVID-19,3300,1504,4.090909090909091,1387,5
c000732,S558,C4,COVID-19,3219,1504,4.069586828207518,1387,5
c000733,HIP043,H4,Healthy,3093,1507,8.309085030714517,1386,5
c000734,S557,C3,COVID-19,3074,1523,4.521795705920624,1386,5
c000735,S557,C3,COVID-19,3049,1533,6.395539521154477,1384,5
c000736,HIP043,H4,Healthy,3470,1505,9.048991354466859,1383,5
c000737,S558,C4,COVID-19,3069,1500,2.8347996089931575,1383,5
c000738,S558,C4,COVID-19,3368,1498,4.216152019002375,1383,5
c000739,HIP043,H4,Healthy,3883,1508,5.665722379603399,1382,5
c000740,S557,C3,COVID-19,3400,1508,5.088235294117647,1382,5
c000741,S557,C3,COVID-19,3968,1497,5.418346774193548,1381,5
c000742,S557,C3,COVID-19,3413,1496,5.977146205684149,1380,5
c000743,S557,C3,COVID-19,3020,1508,7.3841059602649,1379,5
c000744,S558,C4,COVID-19,2860,1489,5.20979020979021,1378,5
c000745,S557,C3,COVID-19,3355,1505,5.3353204172876305,1377,5
c000746,S558,C4,COVID-19,3476,1493,7.623705408515535,1376,5
c000747,S557,C3,COVID-19,3284,1510,3.958587088915956,1375,5
c000748,S558,C4,COVID-19,3053,1486,5.994104159842777,1374,5
c000749,S557,C3,COVID-19,3383,1486,8.306237067691399,1373,5
c000750,S558,C4,COVID-19,3755,1497,3.355525965379494,1373,5
c000751,S557,C3,COVID-19,3062,1485,6.466361854996734,1372,5
c000752,S557,C3,COVID-19,3144,1490,4.325699745547074,1371,5
c000753,S558,C4,COVID-19,3038,1470,5.990783410138249,1370,5
c000754,S558,C4,COVID-19,2744,1484,5.539358600583091,1370,5
c000755,S557,C3,COVID-19,3358,1493,3.8713519952352593,1369,5
c000756,HIP043,H4,Healthy,3230,1499,4.2105263157894735,1368,5
c000757,S557,C3,COVID-19,3117,1508,4.780237407763876,1368,5
c000758,S556,C2,COVID-19,2892,1490,5.048409405255878,1367,5
c000759,S558,C4,COVID-19,3116,1485,6.193838254172015,1367,5
c000760,HIP043,H4,Healthy,3497,1475,6.033743208464398,1366,5
c000761,S556,C2,COVID-19,3185,1472,6.813186813186813,1366,5
c000762,S556,C2,COVID-19,3163,1491,14.92254189061018,1366,5
c000763,S558,C4,COVID-19,3231,1469,8.139894769421232,1366,5
c000764,S558,C4,COVID-19,3590,1478,3.6768802228412256,1366,5
c000765,HIP043,H4,Healthy,3439,1497,7.531259086943879,1365,5
c000766,HIP043,H4,Healthy,3107,1480,5.053105889925973,1364,5
c000767,S557,C3,COVID-19,3320,1484,3.433734939759036,1364,5
c000768,HIP043,H4,Healthy,3440,1483,6.075581395348837,1363,5
c000769,S557,C3,COVID-19,4184,1496,6.739961759082218,1363,5
c000770,S558,C4,COVID-19,3565,1470,3.983169705469846,1362,5
c000771,S557,C3,COVID-19,3154,1477,3.4559289790741916,1361,5
c000772,S558,C4,COVID-19,2707,1467,2.4381233838197267,1361,5
c000773,S557,C3,COVID-19,2995,1472,4.407345575959933,1360,5
c000774,S557,C3,COVID-19,3196,1468,4.067584480600751,1359,5
c000775,S557,C3,COVID-19,3547,1468,3.862418945587821,1359,5
c000776,S558,C4,COVID-19,2875,1467,5.426086956521739,1358,5
c000777,S558,C4,COVID-19,3310,1470,5.13595166163142,1358,5
c000778,S557,C3,COVID-19,3321,1462,5.1791629027401385,1355,5
c000779,S557,C3,COVID-19,2964,1468,4.284750337381916,1355,5
c000780,S557,C3,COVID-19,2990,1479,5.217391304347826,1355,5
c000781,S558,C4,COVID-19,3138,1459,5.768005098789038,1355,5
