cell_id,sample_id,manuscript_id,condition,n_counts,n_genes,pct_mt,length,leiden_geneformer
c001177,HIP043,H4,Healthy,2500,1245,5.4,1131,5
c001178,HIP043,H4,Healthy,2223,1235,4.678362573099415,1131,5
c001179,S556,C2,COVID-19,2769,1220,6.0310581437342,1131,5
c001180,S556,C2,COVID-19,2520,1242,8.373015873015873,1131,5
c001181,S558,C4,COVID-19,2232,1224,6.406810035842294,1131,5
c001182,S557,C3,COVID-19,2374,1226,4.507160909856782,1130,5
c001183,S557,C3,COVID-19,2555,1242,9.315068493150685,1130,5
c001184,S556,C2,COVID-19,2792,1233,4.978510028653295,1128,5
c001185,S557,C3,COVID-19,2296,1234,6.097560975609756,1128,5
c001186,S558,C4,COVID-19,2529,1223,8.896797153024911,1128,5
c001187,S557,C3,COVID-19,3028,1232,4.0290620871862615,1127,5
c001188,S558,C4,COVID-19,2522,1205,6.502775574940523,1127,5
c001189,S558,C4,COVID-19,2478,1227,7.062146892655368,1127,5
c001190,HIP043,H4,Healthy,3114,1237,9.955041746949261,1126,5
c001191,S557,C3,COVID-19,2656,1222,7.078313253012048,1126,5
c001192,S558,C4,COVID-19,2910,1229,3.8831615120274914,1126,5
c001193,S557,C3,COVID-19,2599,1220,3.4628703347441325,1125,5
c001194,S557,C3,COVID-19,2883,1228,4.0582726326742975,1125,5
c001195,S557,C3,COVID-19,2657,1222,7.452013549115544,1123,5
c001196,S558,C4,COVID-19,2504,1218,4.39297124600639,1123,5
c001197,S557,C3,COVID-19,2392,1227,4.59866220735786,1122,5
c001198,S557,C3,COVID-19,2642,1225,4.201362604087812,1122,5
c001199,HIP043,H4,Healthy,2364,1223,8.037225042301184,1121,5
c001200,HIP043,H4,Healthy,2508,1227,6.020733652312599,1121,5
c001201,S557,C3,COVID-19,2353,1205,6.71483212919677,1120,5
c001202,S556,C2,COVID-19,2297,1205,4.266434479756204,1119,5
c001203,S557,C3,COVID-19,2251,1217,8.573967125721902,1119,5
c001204,S557,C3,COVID-19,2580,1221,4.224806201550388,1119,5
c001205,S558,C4,COVID-19,2332,1211,4.331046312178388,1118,5
c001206,S557,C3,COVID-19,2314,1220,4.0190146931719966,1117,5
c001207,S558,C4,COVID-19,2340,1196,4.829059829059829,1117,5
c001208,S557,C3,COVID-19,2314,1208,5.2722558340535866,1116,5
c001209,S558,C4,COVID-19,2793,1250,14.178302900107411,1116,5
c001210,HIP043,H4,Healthy,2212,1209,4.9276672694394215,1115,5
c001211,S558,C4,COVID-19,2290,1201,5.807860262008734,1115,5
c001212,S558,C4,COVID-19,2267,1204,10.807234230260256,1115,5
c001213,S558,C4,COVID-19,3255,1211,3.410138248847926,1115,5
c001214,S558,C4,COVID-19,2926,1220,5.673274094326726,1115,5
c001215,S557,C3,COVID-19,2498,1225,5.964771817453963,1114,5
c001216,S558,C4,COVID-19,2316,1204,5.656303972366149,1114,5
c001217,S556,C2,COVID-19,2299,1205,6.916050456720313,1112,5
c001218,S558,C4,COVID-19,2321,1200,5.988797931925894,1112,5
c001219,S558,C4,COVID-19,2527,1197,4.43213296398892,1112,5
c001220,S558,C4,COVID-19,2198,1211,5.368516833484986,1112,5
c001221,S557,C3,COVID-19,2502,1209,5.235811350919264,1111,5
c001222,S558,C4,COVID-19,2446,1198,3.3524121013900245,1111,5
c001223,HIP043,H4,Healthy,2482,1212,6.446414182111201,1110,5
c001224,S557,C3,COVID-19,2507,1220,10.729956122856002,1109,5
c001225,S558,C4,COVID-19,2324,1192,4.259896729776248,1109,5
c001226,S558,C4,COVID-19,2521,1199,4.998016660055534,1109,5
c001227,S558,C4,COVID-19,2287,1197,6.252732837778749,1109,5
c001228,S557,C3,COVID-19,2101,1196,6.473108043788672,1108,5
c001229,S557,C3,COVID-19,2328,1192,7.259450171821306,1108,5
c001230,S557,C3,COVID-19,2480,1205,4.475806451612903,1107,5
c001231,S558,C4,COVID-19,2433,1207,4.849979449239622,1107,5
c001232,S558,C4,COVID-19,2922,1216,6.5366187542778915,1107,5
c001233,S557,C3,COVID-19,2772,1222,13.383838383838384,1106,5
c001234,S558,C4,COVID-19,2130,1206,3.4741784037558685,1106,5
c001235,S557,C3,COVID-19,2750,1210,8.072727272727272,1105,5
c001236,S557,C3,COVID-19,2434,1211,5.628594905505341,1105,5
c001237,S557,C3,COVID-19,2944,1222,10.903532608695652,1104,5
c001238,S557,C3,COVID-19,2902,1203,7.443142660234321,1103,5
c001239,S558,C4,COVID-19,2283,1194,6.132282084975909,1103,5
c001240,S558,C4,COVID-19,2289,1200,3.582350371341197,1103,5
c001241,HIP043,H4,Healthy,2330,1216,4.6781115879828326,1102,5
c001242,S557,C3,COVID-19,2752,1189,5.632267441860465,1101,5
c001243,S557,C3,COVID-19,2327,1203,3.824666953158573,1101,5
c001244,S557,C3,COVID-19,2252,1178,3.463587921847247,1100,5
c001245,S557,C3,COVID-19,2137,1181,1.9185774450163782,1100,5
c001246,S557,C3,COVID-19,2438,1205,6.275635767022149,1099,5
c001247,S558,C4,COVID-19,2698,1194,7.524091919940696,1099,5
c001248,S558,C4,COVID-19,3034,1190,4.845088991430455,1098,5
c001249,S558,C4,COVID-19,2498,1197,6.164931945556445,1098,5
c001250,S558,C4,COVID-19,2439,1209,6.5600656006560065,1098,5
c001251,S557,C3,COVID-19,2434,1182,4.313886606409203,1097,5
c001252,S558,C4,COVID-19,2217,1200,4.781235904375282,1097,5
c001253,S558,C4,COVID-19,2144,1179,6.529850746268656,1096,5
c001254,S558,C4,COVID-19,2167,1178,4.8454083987078915,1096,5
c001255,S557,C3,COVID-19,2441,1198,5.038918476034413,1095,5
c001256,S557,C3,COVID-19,3055,1204,10.27823240589198,1095,5
c001257,S558,C4,COVID-19,2368,1183,8.868243243243244,1095,5
c001258,HIP043,H4,Healthy,2339,1198,6.669516887558786,1094,5
c001259,S557,C3,COVID-19,2404,1197,5.532445923460899,1093,5
c001260,S557,C3,COVID-19,2468,1186,6.807131280388979,1092,5
c001261,S557,C3,COVID-19,2724,1201,12.444933920704846,1092,5
c001262,HIP043,H4,Healthy,2184,1186,5.769230769230769,1091,5
c001263,S557,C3,COVID-19,2556,1188,5.555555555555555,1091,5
c001264,S557,C3,COVID-19,2173,1192,5.522319374137138,1091,5
c001265,S557,C3,COVID-19,2381,1186,2.981940361192776,1091,5
c001266,S558,C4,COVID-19,2341,1174,5.040580948312687,1090,5
c001267,S558,C4,COVID-19,3715,1206,4.253028263795424,1090,5
c001268,S558,C4,COVID-19,2420,1204,3.677685950413223,1090,5
c001269,HIP043,H4,Healthy,2287,1179,9.269785745518146,1089,5
c001270,S557,C3,COVID-19,2359,1189,7.0368800339126745,1089,5
c001271,S558,C4,COVID-19,2619,1170,3.0546009927453226,1088,5
c001272,S557,C3,COVID-19,2680,1186,6.156716417910448,1087,5
c001273,S558,C4,COVID-19,2720,1192,3.823529411764706,1087,5
c001274,HIP043,H4,Healthy,2355,1164,8.832271762208068,1086,5
c001275,S557,C3,COVID-19,2792,1213,5.76647564469914,1086,5
c001276,S557,C3,COVID-19,2405,1189,5.945945945945946,1085,5
c001277,S557,C3,COVID-19,2348,1168,7.027257240204429,1084,5
c001278,S557,C3,COVID-19,2149,1189,6.3750581665891115,1084,5
c001279,S556,C2,COVID-19,2439,1188,2.5420254202542027,1083,5
c001280,S557,C3,COVID-19,3438,1194,7.533449680046538,1083,5
c001281,S556,C2,COVID-19,2478,1189,3.430185633575464,1082,5
c001282,S558,C4,COVID-19,2027,1173,4.0453872718302915,1081,5
c001283,S557,C3,COVID-19,2390,1192,6.903765690376569,1079,5
c001284,S558,C4,COVID-19,2396,1169,3.1302170283806343,1079,5
c001285,S557,C3,COVID-19,2369,1169,11.523849725622625,1078,5
c001286,S557,C3,COVID-19,2260,1178,6.238938053097345,1078,5
c001287,S558,C4,COVID-19,2138,1182,4.069223573433115,1077,5
c001288,S557,C3,COVID-19,2222,1178,4.77047704770477,1075,5
c001289,HIP043,H4,Healthy,2371,1182,8.941374947279629,1072,5
c001290,S558,C4,COVID-19,2064,1164,5.717054263565892,1071,5
c001291,S558,C4,COVID-19,2386,1174,5.029337803855825,1071,5
c001292,HIP043,H4,Healthy,2408,1170,7.6827242524916945,1070,5
c001293,S557,C3,COVID-19,2402,1158,7.119067443796836,1070,5
c001294,S557,C3,COVID-19,3507,1184,7.18562874251497,1070,5
c001295,S558,C4,COVID-19,2001,1154,4.747626186906547,1070,5
c001296,S557,C3,COVID-19,2403,1165,5.867665418227216,1069,5
c001297,S558,C4,COVID-19,2079,1145,3.463203463203463,1069,5
c001298,HIP043,H4,Healthy,2565,1173,13.879142300194932,1068,5
c001299,HIP043,H4,Healthy,1961,1166,8.465068842427334,1065,5
c001300,S557,C3,COVID-19,2213,1157,3.3438770899231813,1065,5
c001301,S558,C4,COVID-19,2666,1161,10.315078769692423,1065,5
c001302,HIP043,H4,Healthy,2577,1164,12.145906092355451,1064,5
c001303,S556,C2,COVID-19,2267,1170,6.175562417291575,1063,5
c001304,S557,C3,COVID-19,2504,1180,8.905750798722044,1063,5
c001305,S558,C4,COVID-19,2153,1162,3.344170924291686,1062,5
c001306,S556,C2,COVID-19,2137,1145,5.42817033224146,1061,5
c001307,S557,C3,COVID-19,2598,1165,4.81139337952271,1061,5
c001308,S557,C3,COVID-19,2160,1170,7.87037037037037,1061,5
c001309,S556,C2,COVID-19,2438,1152,4.8400328137817885,1060,5
c001310,S556,C2,COVID-19,2110,1158,5.355450236966824,1060,5
c001311,S556,C2,COVID-19,2333,1160,8.658379768538362,1059,5
c001312,S557,C3,COVID-19,2830,1139,7.667844522968198,1059,5
c001313,S558,C4,COVID-19,2313,1159,5.144833549502811,1059,5
c001314,S557,C3,COVID-19,2401,1152,5.622657226155768,1057,5
c001315,S558,C4,COVID-19,2654,1166,3.541823662396383,1057,5
c001316,HIP043,H4,Healthy,2127,1168,2.0216267042783262,1056,5
c001317,S557,C3,COVID-19,3034,1156,10.975609756097562,1055,5
c001318,S557,C3,COVID-19,2725,1175,7.155963302752293,1055,5
c001319,S558,C4,COVID-19,2132,1136,5.534709193245779,1053,5
c001320,S558,C4,COVID-19,2648,1167,8.345921450151057,1053,5
c001321,S557,C3,COVID-19,2469,1150,7.573916565411098,1052,5
c001322,S558,C4,COVID-19,2093,1140,3.153368370759675,1052,5
c001323,S558,C4,COVID-19,3459,1135,12.37351835790691,1051,5
c001324,HIP043,H4,Healthy,1908,1129,4.612159329140461,1050,5
c001325,S556,C2,COVID-19,2207,1143,9.333937471681015,1050,5
c001326,S558,C4,COVID-19,2186,1129,3.522415370539799,1050,5
c001327,S558,C4,COVID-19,2388,1146,5.527638190954774,1050,5
c001328,HIP043,H4,Healthy,2127,1135,8.274565115185707,1049,5
c001329,HIP043,H4,Healthy,2353,1147,5.694857628559286,1049,5
c001330,S558,C4,COVID-19,2197,1127,5.5530268548020025,1049,5
c001331,S558,C4,COVID-19,2371,1151,5.567271193589203,1049,5
c001332,S557,C3,COVID-19,2252,1125,4.75133214920071,1048,5
c001333,S558,C4,COVID-19,2275,1135,3.6043956043956045,1048,5
c001334,HIP043,H4,Healthy,2148,1130,6.610800744878957,1047,5
c001335,HIP043,H4,Healthy,2101,1142,7.23465016658734,1047,5
c001336,S558,C4,COVID-19,2587,1128,4.67723231542327,1047,5
c001337,S557,C3,COVID-19,2053,1125,5.406721870433512,1045,5
c001338,S557,C3,COVID-19,2357,1150,7.6368264743317775,1045,5
c001339,S557,C3,COVID-19,2410,1161,10.248962655601659,1045,5
c001340,S557,C3,COVID-19,2160,1160,10.324074074074074,1045,5
c001341,S558,C4,COVID-19,2343,1151,4.1826717883055915,1045,5
c001342,HIP043,H4,Healthy,2041,1139,9.113179813816757,1044,5
c001343,S556,C2,COVID-19,2240,1132,4.0625,1044,5
c001344,S558,C4,COVID-19,2349,1128,11.707109408258834,1044,5
c001345,S558,C4,COVID-19,2343,1136,10.840802390098165,1044,5
c001346,S558,C4,COVID-19,2299,1146,4.393214441061331,1044,5
c001347,S557,C3,COVID-19,2310,1148,8.441558441558442,1043,5
c001348,S557,C3,COVID-19,2192,1129,3.6952554744525545,1042,5
c001349,S557,C3,COVID-19,2003,1137,5.64153769345981,1042,5
c001350,S558,C4,COVID-19,2034,1127,5.99803343166175,1042,5
c001351,HIP043,H4,Healthy,1989,1136,3.5696329813976875,1041,5
c001352,S557,C3,COVID-19,2068,1113,5.4642166344294,1039,5
c001353,S557,C3,COVID-19,2302,1142,8.123370981754995,1039,5
c001354,S558,C4,COVID-19,2010,1135,9.054726368159203,1039,5
c001355,S558,C4,COVID-19,1939,1124,3.042805569881382,1038,5
c001356,S558,C4,COVID-19,2092,1127,4.2065009560229445,1038,5
c001357,S557,C3,COVID-19,2071,1136,8.546595847416707,1037,5
c001358,S557,C3,COVID-19,2117,1136,6.8020784128483704,1037,5
c001359,S558,C4,COVID-19,2268,1125,8.112874779541446,1037,5
c001360,HIP043,H4,Healthy,2096,1109,6.583969465648855,1036,5
c001361,S558,C4,COVID-19,2074,1113,4.146576663452266,1036,5
c001362,S558,C4,COVID-19,2128,1120,9.774436090225564,1036,5
c001363,HIP043,H4,Healthy,2401,1132,8.95460224906289,1035,5
c001364,S558,C4,COVID-19,2088,1115,5.890804597701149,1035,5
c001365,S556,C2,COVID-19,2400,1125,5.375,1034,5
c001366,S558,C4,COVID-19,2201,1138,4.361653793730123,1034,5
c001367,HIP043,H4,Healthy,2014,1117,10.02979145978153,1033,5
c001368,S557,C3,COVID-19,2064,1119,4.699612403100775,1033,5
c001369,S557,C3,COVID-19,2308,1119,10.831889081455806,1033,5
c001370,S558,C4,COVID-19,2108,1129,4.743833017077799,1033,5
c001371,S556,C2,COVID-19,2424,1131,7.87953795379538,1032,5
c001372,S557,C3,COVID-19,2162,1115,5.596669750231268,1032,5
c001373,S557,C3,COVID-19,2419,1147,10.252170318313352,1032,5
c001374,S557,C3,COVID-19,2202,1124,10.308810172570391,1030,5
c001375,S557,C3,COVID-19,2276,1125,7.6889279437609845,1030,5
c001376,S557,C3,COVID-19,2289,1110,4.019222367846221,1029,5
c001377,S557,C3,COVID-19,2449,1109,11.43323805634953,1029,5
c001378,HIP043,H4,Healthy,2163,1130,9.477577438742488,1028,5
c001379,S556,C2,COVID-19,2243,1133,7.846633972358449,1028,5
c001380,S557,C3,COVID-19,2333,1112,5.8722674667809684,1028,5
c001381,S557,C3,COVID-19,2183,1126,4.2143838754008245,1028,5
c001382,HIP043,H4,Healthy,2060,1115,8.592233009708737,1027,5
c001383,S557,C3,COVID-19,2084,1111,4.942418426103647,1026,5
c001384,S558,C4,COVID-19,2599,1114,8.734128510965757,1026,5
c001385,S558,C4,COVID-19,2541,1115,4.958677685950414,1026,5
c001386,S558,C4,COVID-19,2195,1109,13.758542141230068,1025,5
c001387,S557,C3,COVID-19,2343,1122,7.554417413572343,1024,5
c001388,S557,C3,COVID-19,2503,1119,18.737514982021573,1023,5
c001389,S557,C3,COVID-19,2371,1130,9.827077182623366,1023,5
c001390,S558,C4,COVID-19,2130,1098,5.023474178403756,1023,5
c001391,S557,C3,COVID-19,2474,1110,7.558609539207761,1022,5
c001392,S558,C4,COVID-19,2219,1096,6.7598017124831005,1022,5
c001393,S558,C4,COVID-19,2324,1122,4.948364888123924,1022,5
c001394,S558,C4,COVID-19,1979,1090,3.6887316826680143,1021,5
c001395,S558,C4,COVID-19,2264,1101,4.946996466431095,1021,5
c001396,S558,C4,COVID-19,2338,1101,2.095808383233533,1021,5
c001397,S556,C2,COVID-19,2126,1111,4.985888993414863,1020,5
c001398,HIP043,H4,Healthy,2078,1099,7.555341674687199,1019,5
c001399,S558,C4,COVID-19,1867,1101,3.0530262453133368,1019,5
c001400,S557,C3,COVID-19,2443,1104,9.946786737617684,1018,5
c001401,HIP043,H4,Healthy,1744,1106,4.472477064220183,1017,5
c001402,S557,C3,COVID-19,2174,1103,7.957681692732291,1017,5
c001403,S557,C3,COVID-19,2525,1103,7.089108910891089,1015,5
c001404,S557,C3,COVID-19,2429,1116,14.573898723754631,1015,5
c001405,S558,C4,COVID-19,2101,1109,7.758210376011423,1015,5
c001406,S557,C3,COVID-19,2361,1102,7.70859805167302,1014,5
c001407,S557,C3,COVID-19,2312,1104,6.4878892733564015,1013,5
c001408,S557,C3,COVID-19,2046,1100,6.451612903225806,1012,5
c001409,S557,C3,COVID-19,2248,1101,10.008896797153024,1011,5
c001410,S557,C3,COVID-19,2590,1103,9.691119691119692,1011,5
c001411,S558,C4,COVID-19,2532,1095,5.568720379146919,1011,5
c001412,S558,C4,COVID-19,2027,1105,8.97878638381845,1011,5
c001413,S558,C4,COVID-19,2420,1140,7.933884297520661,1011,5
c001414,S557,C3,COVID-19,2128,1107,3.9003759398496243,1010,5
c001415,S558,C4,COVID-19,1989,1100,4.776269482151835,1010,5
c001416,S557,C3,COVID-19,1986,1089,3.4239677744209467,1009,5
c001417,S558,C4,COVID-19,2266,1096,6.310679611650485,1009,5
c001418,S558,C4,COVID-19,2733,1134,9.659714599341383,1009,5
c001419,S557,C3,COVID-19,2296,1088,2.5696864111498257,1007,5
c001420,S557,C3,COVID-19,1988,1103,3.2696177062374248,1007,5
c001421,S556,C2,COVID-19,2066,1095,5.275895450145208,1006,5
c001422,S556,C2,COVID-19,2066,1100,6.389157792836399,1006,5
c001423,S557,C3,COVID-19,2065,1096,5.6174334140435835,1006,5
c001424,S558,C4,COVID-19,1912,1079,4.707112970711297,1006,5
c001425,S558,C4,COVID-19,1714,1095,5.600933488914819,1006,5
c001426,S558,C4,COVID-19,2016,1103,5.803571428571429,1006,5
c001427,HIP043,H4,Healthy,1957,1088,6.1829330608073585,1005,5
c001428,S558,C4,COVID-19,2224,1079,9.892086330935252,1005,5
c001429,S557,C3,COVID-19,2405,1106,3.5343035343035343,1004,5
c001430,S558,C4,COVID-19,2175,1092,9.74712643678161,1004,5
c001431,S558,C4,COVID-19,2123,1099,5.228450306170513,1004,5
c001432,S558,C4,COVID-19,2208,1089,5.072463768115942,1002,5
c001433,HIP043,H4,Healthy,1994,1101,8.625877632898696,1001,5
c001434,S557,C3,COVID-19,2189,1086,4.111466423024212,1001,5
c001435,S557,C3,COVID-19,2199,1092,10.050022737608003,1001,5
c001436,S558,C4,COVID-19,1919,1086,4.064616988014591,1001,5
c001437,S558,C4,COVID-19,2735,1093,6.06946983546618,1001,5
c001438,S557,C3,COVID-19,2091,1082,3.2998565279770444,1000,5
c001439,HIP043,H4,Healthy,1872,1089,6.303418803418803,999,5
c001440,S558,C4,COVID-19,2306,1095,4.509973980919341,999,5
c001441,S557,C3,COVID-19,2420,1093,3.884297520661157,998,5
c001442,S558,C4,COVID-19,1972,1083,3.5496957403651117,998,5
c001443,S558,C4,COVID-19,2672,1095,4.491017964071856,998,5
c001444,S557,C3,COVID-19,2069,1081,3.721604639922668,997,5
c001445,S558,C4,COVID-19,2293,1080,7.588312254688182,997,5
c001446,S557,C3,COVID-19,1854,1091,4.207119741100324,996,5
c001447,S557,C3,COVID-19,1918,1092,8.706986444212722,995,5
c001448,S558,C4,COVID-19,2093,1078,6.258958432871476,995,5
c001449,S558,C4,COVID-19,1941,1054,5.92478104070067,994,5
c001450,S558,C4,COVID-19,2046,1076,3.763440860215054,994,5
c001451,S557,C3,COVID-19,2104,1085,8.745247148288973,993,5
c001452,S557,C3,COVID-19,2726,1093,8.620689655172415,993,5
c001453,S558,C4,COVID-19,1981,1080,9.3891973750631,993,5
c001454,S558,C4,COVID-19,2305,1086,7.765726681127982,993,5
c001455,S556,C2,COVID-19,2056,1065,5.593385214007782,992,5
c001456,S556,C2,COVID-19,2261,1090,7.0322865988500665,992,5
c001457,HIP043,H4,Healthy,2042,1085,7.884427032321254,991,5
c001458,S557,C3,COVID-19,2519,1081,13.457721317983326,991,5
c001459,S558,C4,COVID-19,2382,1073,3.484466834592779,991,5
c001460,HIP043,H4,Healthy,2091,1087,3.778096604495457,990,5
c001461,S557,C3,COVID-19,2248,1079,5.427046263345196,989,5
c001462,S558,C4,COVID-19,2056,1065,3.0155642023346303,989,5
c001463,S558,C4,COVID-19,2309,1074,4.417496751840623,989,5
c001464,S557,C3,COVID-19,2165,1088,5.404157043879907,988,5
c001465,S557,C3,COVID-19,1897,1071,7.221929362150765,987,5
c001466,S558,C4,COVID-19,2195,1074,3.781321184510251,987,5
c001467,S558,C4,COVID-19,1892,1061,6.289640591966173,986,5
c001468,S557,C3,COVID-19,2024,1071,7.213438735177865,984,5
c001469,S557,C3,COVID-19,2501,1082,14.914034386245502,984,5
c001470,S557,C3,COVID-19,2317,1081,7.466551575312905,984,5
c001471,S557,C3,COVID-19,2731,1078,4.101061882094471,983,5
c001472,S557,C3,COVID-19,2114,1070,5.8183538315988645,982,5
c001473,S558,C4,COVID-19,2095,1061,4.200477326968974,982,5
c001474,S558,C4,COVID-19,2275,1062,4.923076923076923,982,5
c001475,HIP043,H4,Healthy,2024,1082,8.349802371541502,981,5
c001476,S557,C3,COVID-19,2040,1063,4.803921568627451,981,5
c001477,S558,C4,COVID-19,2226,1069,3.8185085354896677,981,5
c001478,S556,C2,COVID-19,1934,1049,5.118924508790072,980,5
c001479,S557,C3,COVID-19,1965,1078,8.447837150127226,980,5
c001480,S558,C4,COVID-19,2556,1084,16.040688575899843,979,5
c001481,HIP043,H4,Healthy,2131,1054,9.103707179727827,978,5
c001482,S557,C3,COVID-19,2545,1068,11.43418467583497,978,5
c001483,S557,C3,COVID-19,1968,1080,4.725609756097561,977,5
c001484,S557,C3,COVID-19,3159,1080,13.991769547325102,977,5
c001485,S557,C3,COVID-19,3366,1086,6.743909685086155,977,5
c001486,HIP043,H4,Healthy,1915,1053,8.511749347258485,976,5
c001487,HIP043,H4,Healthy,2130,1066,6.854460093896714,973,5
c001488,S557,C3,COVID-19,2243,1060,8.738296923762817,973,5
c001489,S558,C4,COVID-19,2126,1057,3.4807149576669802,971,5
c001490,S558,C4,COVID-19,2196,1061,3.8251366120218577,970,5
c001491,S557,C3,COVID-19,2527,1040,5.104867431737238,969,5
c001492,S558,C4,COVID-19,2309,1052,6.323083585967951,969,5
c001493,S558,C4,COVID-19,1927,1050,7.680332122470161,969,5
c001494,S556,C2,COVID-19,1958,1054,5.566905005107253,968,5
c001495,S557,C3,COVID-19,2168,1040,10.14760147601476,968,5
c001496,S558,C4,COVID-19,2166,1055,5.032317636195753,968,5
c001497,HIP043,H4,Healthy,2333,1093,9.815687955422202,967,5
c001498,S558,C4,COVID-19,2226,1052,16.172506738544474,967,5
c001499,S558,C4,COVID-19,2061,1042,6.16205725376031,966,5
c001500,HIP043,H4,Healthy,2611,1061,7.123707391803906,965,5
c001501,S557,C3,COVID-19,2185,1028,9.244851258581235,965,5
c001502,S557,C3,COVID-19,1738,1042,4.660529344073648,965,5
c001503,S557,C3,COVID-19,2345,1055,6.567164179104478,965,5
c001504,S557,C3,COVID-19,2039,1060,2.9916625796959293,964,5
c001505,HIP043,H4,Healthy,1820,1055,5.4945054945054945,962,5
c001506,S557,C3,COVID-19,2049,1051,4.685212298682284,962,5
c001507,S558,C4,COVID-19,2283,1051,5.562855891371003,961,5
c001508,S556,C2,COVID-19,2053,1037,5.2605942523136875,960,5
c001509,S557,C3,COVID-19,1922,1038,3.381893860561915,960,5
c001510,S557,C3,COVID-19,2845,1043,12.829525483304042,960,5
c001511,HIP043,H4,Healthy,2013,1054,8.693492300049677,958,5
c001512,S556,C2,COVID-19,1900,1034,6.2105263157894735,957,5
c001513,S557,C3,COVID-19,1737,1046,8.635578583765112,957,5
c001514,S557,C3,COVID-19,2256,1047,4.476950354609929,957,5
c001515,S557,C3,COVID-19,3091,1045,3.7851827887415075,956,5
c001516,S558,C4,COVID-19,1941,1043,8.140133951571356,956,5
c001517,S557,C3,COVID-19,2181,1051,10.545621274644658,955,5
c001518,S558,C4,COVID-19,2245,1045,3.2962138084632517,955,5
c001519,S558,C4,COVID-19,2032,1049,5.019685039370079,955,5
c001520,S556,C2,COVID-19,2066,1043,7.50242013552759,954,5
c001521,S557,C3,COVID-19,1940,1037,5.56701030927835,954,5
c001522,S557,C3,COVID-19,2030,1059,7.8817733990147785,954,5
c001523,S557,C3,COVID-19,2097,1030,11.206485455412494,953,5
c001524,S557,C3,COVID-19,1992,1028,9.337349397590362,953,5
c001525,S557,C3,COVID-19,1671,1036,4.428485936564932,952,5
c001526,S557,C3,COVID-19,2551,1038,7.722461779694237,952,5
c001527,S558,C4,COVID-19,2045,1029,5.232273838630807,952,5
c001528,HIP043,H4,Healthy,1877,1030,7.991475759190197,951,5
c001529,S557,C3,COVID-19,2006,1034,6.580259222333001,951,5
c001530,S557,C3,COVID-19,1871,1032,8.284339925173704,951,5
c001531,S557,C3,COVID-19,2049,1041,5.124450951683748,951,5
c001532,HIP043,H4,Healthy,1786,1029,5.6550951847704365,950,5
c001533,HIP043,H4,Healthy,1926,1029,6.542056074766355,950,5
c001534,S557,C3,COVID-19,1942,1036,3.398558187435633,950,5
c001535,S557,C3,COVID-19,1951,1037,7.073295745771399,950,5
c001536,S557,C3,COVID-19,2337,1015,11.724433033804022,949,5
c001537,S558,C4,COVID-19,1984,1017,9.425403225806452,949,5
c001538,S558,C4,COVID-19,1940,1022,4.742268041237113,949,5
c001539,HIP043,H4,Healthy,1962,1033,8.868501529051988,948,5
c001540,S557,C3,COVID-19,1862,1019,3.1149301825993554,948,5
c001541,S557,C3,COVID-19,2211,1026,4.251469923111714,947,5
c001542,S558,C4,COVID-19,1764,1023,4.308390022675737,947,5
c001543,S558,C4,COVID-19,2288,1015,2.840909090909091,946,5
c001544,S557,C3,COVID-19,1886,1019,6.097560975609756,945,5
c001545,HIP043,H4,Healthy,2249,1026,8.04802134281903,944,5
c001546,S556,C2,COVID-19,1955,1026,7.0076726342711,944,5
c001547,S557,C3,COVID-19,1814,1032,6.615214994487321,944,5
c001548,S557,C3,COVID-19,2139,1037,5.703599812996727,943,5
c001549,S558,C4,COVID-19,2199,1004,6.139154160982264,943,5
c001550,S557,C3,COVID-19,2221,1031,11.75146330481765,942,5
c001551,S557,C3,COVID-19,2424,1025,3.7953795379537953,941,5
c001552,S557,C3,COVID-19,2361,1037,12.0288013553579,941,5
c001553,S556,C2,COVID-19,2131,1040,6.75739089629282,940,5
c001554,S557,C3,COVID-19,1987,1018,4.12682435832914,940,5
c001555,S557,C3,COVID-19,2070,1039,6.908212560386473,940,5
c001556,S558,C4,COVID-19,2281,1012,7.759754493643139,940,5
c001557,HIP043,H4,Healthy,2297,1027,7.531562908141053,939,5
c001558,S558,C4,COVID-19,1956,1014,4.4989775051124745,938,5
c001559,S558,C4,COVID-19,2204,1016,3.856624319419238,938,5
c001560,HIP043,H4,Healthy,1712,1010,4.55607476635514,937,5
c001561,HIP043,H4,Healthy,2045,1011,8.166259168704157,937,5
c001562,S558,C4,COVID-19,2191,1029,6.0702875399361025,937,5
c001563,S558,C4,COVID-19,1960,1005,2.4489795918367347,936,5
c001564,S557,C3,COVID-19,1937,1032,8.260196179659268,935,5
c001565,S558,C4,COVID-19,1901,1016,5.049973698053656,935,5
c001566,S557,C3,COVID-19,1813,1019,6.067291781577496,933,5
c001567,S558,C4,COVID-19,1774,1010,8.737316798196167,933,5
c001568,S556,C2,COVID-19,1718,1005,3.317811408614668,932,5
c001569,HIP043,H4,Healthy,1772,1006,5.981941309255079,931,5
c001570,HIP043,H4,Healthy,2361,1022,8.259212198221093,930,5
c001571,S558,C4,COVID-19,1955,1007,5.319693094629156,929,5
c001572,S557,C3,COVID-19,2251,1025,4.353620613060862,928,5
c001573,S557,C3,COVID-19,2385,1033,4.109014675052411,927,5
c001574,HIP043,H4,Healthy,1995,1001,5.56390977443609,925,5
c001575,S556,C2,COVID-19,1861,1003,5.319720580333154,925,5
